Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
10/19/2024,KALBADOSEU GADEUN   SEOUL,109.51,"RESTAURANT
KALBADOSEU GADEUN
SEOUL
RESTAURANTForeign Spend Amount: 150000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",KALBADOSEU GADEUN   SEOUL,"SEOULGANGNAM-GU
""SEONLEUNGLO148GIL 52-8, JIHA1CHEUNG (C""
SEOUL",,06064,"KOREA, REPUBLIC OF",'320242940961361310',Restaurant-Restaurant
10/15/2024,BOOCHANGSANGHOI     SEOUL,11.31,"MISC/SPECIALTY RETAIL
BOOCHANGSANGHOI
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 15400.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",BOOCHANGSANGHOI     SEOUL,"SEOULJUNG-GUNAMCHANG-DONG
33  DAIDOJONGHAB  JIHA1CHEUNG  GONGYU
SEOUL",,04529,"KOREA, REPUBLIC OF",'320242900853260113',Merchandise & Supplies-General Retail
10/15/2024,KICHINLAINDEU       SEOUL,242.42,"FURNITURE/HOME STORE
KICHINLAINDEU
SEOUL
FURNITURE/HOME STOREForeign Spend Amount: 330000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",KICHINLAINDEU       SEOUL,"SEOULJUNG-GU
""NAMDAIMOONSIJANG4GIL 3, JOONGANGSANGGA""
SEOUL",,04529,"KOREA, REPUBLIC OF",'320242900853250376',Merchandise & Supplies-Furnishing
10/15/2024,SINHOA              SEOUL,406.23,"MISC APPAREL STORE
SINHOA
SEOUL
MISC APPAREL STOREForeign Spend Amount: 553000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",SINHOA              SEOUL,"SEOULJUNG-GU
""NAMDAIMOONSIJANG4GIL 9, (NAMCHANGDONG)""
SEOUL",,04529,"KOREA, REPUBLIC OF",'320242900853258851',Merchandise & Supplies-Clothing Stores
10/15/2024,Shinsegae DepartmentSEOUL,74.93,"DEPARTMENT STORE
Shinsegae Department
SEOUL
DEPARTMENT STOREForeign Spend Amount: 102000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",Shinsegae DepartmentSEOUL,"SEOULJUNG-GU
""SOGONGLO  63,(CHOONGMOOLO1GA,  SINSEGY""
SEOUL",,04530,"KOREA, REPUBLIC OF",'320242900853284957',Merchandise & Supplies-Department Stores
10/14/2024,APPLE.COM/BILL      INTERNET CHARGE     CA,21.69,"MKB7NS5XDJA RECORD STORE
APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",APPLE.COM/BILL      INTERNET CHARGE     CA,"MS-3RA
12545 RIATA VISTA CIRCLE","AUSTIN
TX",78727-5205,UNITED STATES,'320242880805160129',Merchandise & Supplies-Internet Purchase
10/14/2024,BILLALEKODEU(villa rSEOUL,276.57,"RESTAURANT
BILLALEKODEU(villa records)
SEOUL
RESTAURANTForeign Spend Amount: 375000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",BILLALEKODEU(villa rSEOUL,"SEOULGANGNAM-GU
""DOSANDAILO15GIL 18, ESEUPEULLEOSEUSINS""
SEOUL",,06036,"KOREA, REPUBLIC OF",'320242890827626336',Restaurant-Restaurant
10/13/2024,AGODA.COM SILVERADO LONDON              GB,329.31,"######7oa8b TRAVEL AGENCY
AGODA.COM SILVERADO
LONDON
GB
TRAVEL AGENCY",AGODA.COM SILVERADO LONDON              GB,SUBMISSIONS USD,"UK
000",A0000,UNITED STATES,'320242900862340546',Travel-Travel Agencies
10/13/2024,BUVETTE             SEOUL,46.68,"RESTAURANT
BUVETTE
SEOUL
RESTAURANTForeign Spend Amount: 63000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",BUVETTE             SEOUL,"SEOULGANGNAM-GU
""NONHYEONLO 854, JISANG1CHEUNG103HO (SI""
SEOUL",,06022,"KOREA, REPUBLIC OF",'320242880801126495',Restaurant-Restaurant
10/13/2024,NADEUEPEUAENBI(JOO)(SEOUL,20.75,"SECURITY BROKER
NADEUEPEUAENBI(JOO)(NARD
SEOUL
SECURITY BROKERForeign Spend Amount: 28000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",NADEUEPEUAENBI(JOO)(SEOUL,"SEOULGANGNAM-GU
""ABGOOJEONGLO60GIL  13,  (CHEONGDAMDONG""
SEOUL",,06015,"KOREA, REPUBLIC OF",'320242880801133549',Business Services-Other Services
10/13/2024,NADEUEPEUAENBI(JOO)(SEOUL,214.23,"SECURITY BROKER
NADEUEPEUAENBI(JOO)(NARD
SEOUL
SECURITY BROKERForeign Spend Amount: 289100.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",NADEUEPEUAENBI(JOO)(SEOUL,"SEOULGANGNAM-GU
""ABGOOJEONGLO60GIL  13,  (CHEONGDAMDONG""
SEOUL",,06015,"KOREA, REPUBLIC OF",'320242880801133206',Business Services-Other Services
10/11/2024,(JOO)LODDEOILIA KEULSEOUL,2.67,"RESTAURANT
(JOO)LODDEOILIA KEULISEUPIKEUL
SEOUL
RESTAURANTForeign Spend Amount: 3600.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",(JOO)LODDEOILIA KEULSEOUL,"SEOULGANGNAM-GU
""GANGNAMDAILO  376,  (YEOKSAM1DONG)""
SEOUL",,06232,"KOREA, REPUBLIC OF",'320242860750836032',Restaurant-Restaurant
10/11/2024,SEOULUIDEUCHIGOA    SEOUL,44.46,"DENTIST/ORTHODONTIST
SEOULUIDEUCHIGOA
SEOUL
DENTIST/ORTHODONTISTForeign Spend Amount: 60000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",SEOULUIDEUCHIGOA    SEOUL,"SEOULGANGNAM-GU
""GANGNAMDAILO  376,  10CHEUNG  (YEOKSAM""
SEOUL",,06232,"KOREA, REPUBLIC OF",'320242860749906829',Business Services-Health Care Services
10/10/2024,SEOULASANBYEONGUEON SEOUL,182.51,"HOSPITAL
SEOULASANBYEONGUEON
SEOUL
HOSPITALForeign Spend Amount: 246420.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",SEOULASANBYEONGUEON SEOUL,"SEOULSONGPA-GU
""OLLIMPIKLO43GIL  88,(POONGNAB2DONG,  S""
SEOUL",,05505,"KOREA, REPUBLIC OF",'320242850721288587',Business Services-Health Care Services
10/08/2024,MOYO                SEOUL,55.57,"RESTAURANT
MOYO
SEOUL
RESTAURANTForeign Spend Amount: 75000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",MOYO                SEOUL,"SEOULGANGNAM-GU
""SEONLEUNGLO122GIL 12, (SAMSEONGDONG) 1""
SEOUL",,06092,"KOREA, REPUBLIC OF",'320242830668219690',Restaurant-Restaurant
10/07/2024,Interest Charge on Pay Over Time Purchases,62.30,Interest Charge on Pay Over Time Purchases,Interest Charge on Pay Over Time Purchases,,,,,'141008080000216650',Fees & Adjustments-Fees & Adjustments
10/06/2024,(JOO)TIMEONI        SEOUL,11.17,"TAXICAB & LIMOUSINE
(JOO)TIMEONI
SEOUL
TAXICAB & LIMOUSINEForeign Spend Amount: 14900.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",(JOO)TIMEONI        SEOUL,"SEOULJUNG-GU
""HOOAMLO 110, 15CHEUNG(NAMDAIMOONLO5GA,""
SEOUL",,04637,"KOREA, REPUBLIC OF",'320242810615252343',Transportation-Taxis & Coach
10/06/2024,AplPay SCK COMPANY  SEOUL,7.95,"RESTAURANT
AplPay SCK COMPANY
SEOUL
RESTAURANTForeign Spend Amount: 10600.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",AplPay SCK COMPANY  SEOUL,"SEOULJUNG-GU
""TOIGYEOILO 100, 8 10CHEUNG (HOIHYEONDO""
SEOUL",,04631,"KOREA, REPUBLIC OF",'320242810615667429',Restaurant-Restaurant
10/05/2024,AELLISEU            SEOUL,83.23,"RESTAURANT
AELLISEU
SEOUL
RESTAURANTForeign Spend Amount: 111000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",AELLISEU            SEOUL,"SEOULGANGNAM-GU
""DOSANDAILO55GIL 47, JIHA1CHEUNG (CHEON""
SEOUL",,06014,"KOREA, REPUBLIC OF",'320242800590888323',Restaurant-Restaurant
10/05/2024,DEOLAIONSEUDEOINCHEOSEOUL,47.24,"RESTAURANT
DEOLAIONSEUDEOINCHEONGDAM
SEOUL
RESTAURANTForeign Spend Amount: 63000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",DEOLAIONSEUDEOINCHEOSEOUL,"SEOULGANGNAM-GU
""SEONLEUNGLO158GIL  7,  (CHEONGDAMDONG)""
SEOUL",,06014,"KOREA, REPUBLIC OF",'320242800590891436',Restaurant-Restaurant
10/05/2024,DEPTH JUSIKHOESA    SEOUL,54.73,"RESTAURANT
DEPTH JUSIKHOESA
SEOUL
RESTAURANTForeign Spend Amount: 73000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",DEPTH JUSIKHOESA    SEOUL,"SEOULGANGNAM-GU
""DOSANDAILO49GIL 6-5, JISANG1CHEUNG (SI""
SEOUL",,06019,"KOREA, REPUBLIC OF",'320242800590886228',Restaurant-Restaurant
10/05/2024,ESEUAIEPEUSSIHOTELDISEOUL,91.09,"LODGING
ESEUAIEPEUSSIHOTELDIBEOILLOPEUMEONTEU
SEOUL
LODGINGForeign Spend Amount: 124000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",ESEUAIEPEUSSIHOTELDISEOUL,"SEOULYEONGDEUNGPO-GU
""GOOKJEOIGEUMYUNGLO  10,  KONLAIDEUSEOU""
SEOUL",,07326,"KOREA, REPUBLIC OF",'320242900853187791',Travel-Lodging
10/05/2024,JOOSIKHOISA DONGMIN SEOUL,16.87,"RESTAURANT
JOOSIKHOISA DONGMIN
SEOUL
RESTAURANTForeign Spend Amount: 22500.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",JOOSIKHOISA DONGMIN SEOUL,"SEOULYEONGDEUNGPO-GU
""GOOKJEOIGEUMYUNGLO 10, AIEPEUSI JIHA3C""
SEOUL",,07326,"KOREA, REPUBLIC OF",'320242800590931890',Restaurant-Restaurant
10/02/2024,BIYA GELELO         SEOUL,39.81,"RESTAURANT
BIYA GELELO
SEOUL
RESTAURANTForeign Spend Amount: 52700.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",BIYA GELELO         SEOUL,"SEOULGANGNAM-GU
""BONGEUNSALO78GIL 12, 1CHEUNG 101HO (SA""
SEOUL",,06154,"KOREA, REPUBLIC OF",'320242770510582779',Restaurant-Restaurant
10/01/2024,AUTOPAY PAYMENT - THANK YOU,-76.47,AUTOPAY PAYMENT - THANK YOU,AUTOPAY PAYMENT - THANK YOU,,,,,'320242750452112131',
10/01/2024,GS25SAMSEONGHANULJEOSEOUL,27.46,"MISC FOOD STORE
GS25SAMSEONGHANULJEOM
SEOUL
MISC FOOD STOREForeign Spend Amount: 36000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",GS25SAMSEONGHANULJEOSEOUL,"SEOULGANGNAM-GU
""SAMSEONGLO119GIL 37, (SAMSEONGDONG)""
SEOUL",,06094,"KOREA, REPUBLIC OF",'320242760481932740',Merchandise & Supplies-Groceries
