Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
02/22/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,14.16,"6GV996FS    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
HK
HELP.UBER.COMForeign Spend Amount: 110.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250530260715292',Transportation-Taxis & Coach
02/22/2025,BBMSL*SHUFFLE       HK                  HK,420.29,"51164110null
BBMSL*SHUFFLE
HK
HK
51164110nullForeign Spend Amount: 3265.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",BBMSL*SHUFFLE       HK                  HK,"SHOP A UGF BLK B AND C HO LEE COMM BLDG
38 TO 44 D
HONG KONG",,,HONG KONG,'320250540285007175',Restaurant-Bar & Café
02/22/2025,FOREIGN TRANSACTION FEE,0.23,"7-ELEVEN (0927)
$8.75
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250520227688345',Fees & Adjustments-Fees & Adjustments
02/22/2025,FOREIGN TRANSACTION FEE,0.38,"AplPay UBER TRIP
$14.16
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250530260715292',Fees & Adjustments-Fees & Adjustments
02/22/2025,FOREIGN TRANSACTION FEE,11.34,"BBMSL*SHUFFLE
$420.29
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250540285007175',Fees & Adjustments-Fees & Adjustments
02/22/2025,MOBILE PAYMENT - THANK YOU,-1000.00,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320250530252941547',
02/21/2025,7-ELEVEN (1121)     HONG KONG           HK,4.44,"025584      GROCERY STORE
7-ELEVEN (1121)
HONG KONG
HK
GROCERY STOREForeign Spend Amount: 34.50 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",7-ELEVEN (1121)     HONG KONG           HK,"SHOP B G/F & M/F
NO. 68 68A 70 & 70A HOLLYWOOD RD
HONG KONG",,,HONG KONG,'320250520238158934',Merchandise & Supplies-Groceries
02/21/2025,AplPay AIRALO       SINGAPORE           SG,4.50,"NT_RORYCTBN +6583029360
AplPay AIRALO
SINGAPORE
SG
+6583029360",AplPay AIRALO       SINGAPORE           SG,"79 ANSON ROAD
SINGAPORE",,079906,SINGAPORE,'320250520243380991',Business Services-Internet Services
02/21/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,8.52,"GQC38P5S    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
HK
HELP.UBER.COMForeign Spend Amount: 66.24 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250520231089612',Transportation-Taxis & Coach
02/21/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,8.63,"387265TC    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
HK
HELP.UBER.COMForeign Spend Amount: 67.06 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250520232988732',Transportation-Taxis & Coach
02/21/2025,BAR LEONE           SHEUNG WAN          HK,36.79,"012807      RESTAURANT
BAR LEONE
SHEUNG WAN
HK
RESTAURANTForeign Spend Amount: 286.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",BAR LEONE           SHEUNG WAN          HK,"SHOPS NO 2 & 3 3/F CENTRESTAGE
108 HOLLYWOOD RD
""NOS 1,3,5,7,9,11,13,15&17""
BRIDGES STREET
SHEUNG WAN",,,HONG KONG,'320250520232296637',Restaurant-Restaurant
02/21/2025,EBENEEZERS HWD      CENTRAL             HK,18.14,"202882      FAST FOOD RESTAURANT
EBENEEZERS HWD
CENTRAL
HK
FAST FOOD RESTAURANTForeign Spend Amount: 141.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",EBENEEZERS HWD      CENTRAL             HK,"G/F 24 HOLLYWOOD ROAD
CENTRAL",,,HONG KONG,'320250520245566166',Restaurant-Bar & Café
02/21/2025,EBENEEZERS HWD      CENTRAL             HK,121.18,"202883      FAST FOOD RESTAURANT
EBENEEZERS HWD
CENTRAL
HK
FAST FOOD RESTAURANTForeign Spend Amount: 942.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",EBENEEZERS HWD      CENTRAL             HK,"G/F 24 HOLLYWOOD ROAD
CENTRAL",,,HONG KONG,'320250520245566164',Restaurant-Bar & Café
02/21/2025,FOREIGN TRANSACTION FEE,0.11,"7-ELEVEN (1121)
$4.44
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250520238158934',Fees & Adjustments-Fees & Adjustments
02/21/2025,FOREIGN TRANSACTION FEE,0.23,"AplPay UBER TRIP
$8.52
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250520231089612',Fees & Adjustments-Fees & Adjustments
02/21/2025,FOREIGN TRANSACTION FEE,0.23,"AplPay UBER TRIP
$8.63
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250520232988732',Fees & Adjustments-Fees & Adjustments
02/21/2025,FOREIGN TRANSACTION FEE,0.48,"EBENEEZERS HWD
$18.14
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250520245566166',Fees & Adjustments-Fees & Adjustments
02/21/2025,FOREIGN TRANSACTION FEE,0.54,"UNCLE MIGUEL
$20.23
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250520232296146',Fees & Adjustments-Fees & Adjustments
02/21/2025,FOREIGN TRANSACTION FEE,0.99,"BAR LEONE
$36.79
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250520232296637',Fees & Adjustments-Fees & Adjustments
02/21/2025,FOREIGN TRANSACTION FEE,3.27,"EBENEEZERS HWD
$121.18
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250520245566164',Fees & Adjustments-Fees & Adjustments
02/21/2025,FOREIGN TRANSACTION FEE,4.85,"THE MIXING ROOM
$179.84
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250510208091761',Fees & Adjustments-Fees & Adjustments
02/21/2025,FOREIGN TRANSACTION FEE,10.39,"KPAY*FOXGLOVE 000000000000006
$385.12
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250520234381570',Fees & Adjustments-Fees & Adjustments
02/21/2025,KPAY*FOXGLOVE 000000HONG KONG           HK,385.12,"25022100000 020-7779674
KPAY*FOXGLOVE 000000000000006
HONG KONG
HK
020-7779674Foreign Spend Amount: 2994.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",KPAY*FOXGLOVE 000000HONG KONG           HK,"2ND FLOOR PRINTING HOUSE 6 DUDDELL STREE
T CENTRAL HK
CENTRAL
HONGKONG",,000000,HONG KONG,'320250520234381570',Restaurant-Bar & Café
02/21/2025,THE MIXING ROOM     CENTRAL             HK,179.84,"003994      RESTAURANT
THE MIXING ROOM
CENTRAL
HK
Foreign Spend Amount: 1398.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",THE MIXING ROOM     CENTRAL             HK,"LG/F CHINACHEM HOLLYWOOD CENTRE
1 HOLLYWOOD ROAD
CENTRAL",,,HONG KONG,'320250510208091761',Restaurant-Restaurant
02/21/2025,UNCLE MIGUEL        CENTRAL             HK,20.23,"217865      BAR/NIGHTCLUB
UNCLE MIGUEL
CENTRAL
HK
BAR/NIGHTCLUBForeign Spend Amount: 157.30 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",UNCLE MIGUEL        CENTRAL             HK,"GROUND FLOOR
49 PEEL STREET
CENTRAL",,,HONG KONG,'320250520232296146',Restaurant-Bar & Café
02/20/2025,7-ELEVEN (1121)     HONG KONG           HK,4.44,"007529      GROCERY STORE
7-ELEVEN (1121)
HONG KONG
HK
Foreign Spend Amount: 34.50 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",7-ELEVEN (1121)     HONG KONG           HK,"SHOP B G/F & M/F
NO. 68 68A 70 & 70A HOLLYWOOD RD
HONG KONG",,,HONG KONG,'320250500178712679',Merchandise & Supplies-Groceries
02/20/2025,7-ELEVEN (1121)     HONG KONG           HK,5.02,"007550      GROCERY STORE
7-ELEVEN (1121)
HONG KONG
HK
GROCERY STOREForeign Spend Amount: 39.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",7-ELEVEN (1121)     HONG KONG           HK,"SHOP B G/F & M/F
NO. 68 68A 70 & 70A HOLLYWOOD RD
HONG KONG",,,HONG KONG,'320250510213395658',Merchandise & Supplies-Groceries
02/20/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,8.05,"R8M9P32T    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
HK
HELP.UBER.COMForeign Spend Amount: 62.55 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250510214196088',Transportation-Taxis & Coach
02/20/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,18.25,"KYDCFQZ1    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
HK
HELP.UBER.COMForeign Spend Amount: 141.84 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250510209375241',Transportation-Taxis & Coach
02/20/2025,CHEEKY BUNS         CENTRAL             HK,24.18,"006773      FAST FOOD RESTAURANT
CHEEKY BUNS
CENTRAL
HK
Foreign Spend Amount: 188.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",CHEEKY BUNS         CENTRAL             HK,"SHOP 5B G/F CHEUNG FAI BLDG
45-47 COCHRANE STREET
CENTRAL",,,HONG KONG,'320250500178712698',Restaurant-Bar & Café
02/20/2025,FOREIGN TRANSACTION FEE,0.11,"7-ELEVEN (1121)
$4.44
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250500178712679',Fees & Adjustments-Fees & Adjustments
02/20/2025,FOREIGN TRANSACTION FEE,0.11,"HK CONVENTION & EXHIBITION CTR (MGT)
$4.12
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250510215373680',Fees & Adjustments-Fees & Adjustments
02/20/2025,FOREIGN TRANSACTION FEE,0.13,"7-ELEVEN (1121)
$5.02
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250510213395658',Fees & Adjustments-Fees & Adjustments
02/20/2025,FOREIGN TRANSACTION FEE,0.15,"HK CONVENTION & EXHIBITION CTR (MGT)
$5.66
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250510213396114',Fees & Adjustments-Fees & Adjustments
02/20/2025,FOREIGN TRANSACTION FEE,0.21,"AplPay UBER TRIP
$8.05
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250510214196088',Fees & Adjustments-Fees & Adjustments
02/20/2025,FOREIGN TRANSACTION FEE,0.49,"AplPay UBER TRIP
$18.25
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250510209375241',Fees & Adjustments-Fees & Adjustments
02/20/2025,FOREIGN TRANSACTION FEE,0.65,"CHEEKY BUNS
$24.18
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250500178712698',Fees & Adjustments-Fees & Adjustments
02/20/2025,FOREIGN TRANSACTION FEE,1.31,"HK CONVENTION & EXHIBITION CTR (MGT)
$48.68
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250510213396048',Fees & Adjustments-Fees & Adjustments
02/20/2025,HK CONVENTION & EXHIWANCHAI             HK,4.12,"002728      RESTAURANT
HK CONVENTION & EXHIBITION CTR (MGT)
WANCHAI
HK
RESTAURANTForeign Spend Amount: 32.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",HK CONVENTION & EXHIWANCHAI             HK,"HK CONVENTION & EXHIBITION CENTRE
FINANCE OFFICE
1 EXPO DRIVE
WANCHAI",,,HONG KONG,'320250510215373680',Restaurant-Restaurant
02/20/2025,HK CONVENTION & EXHIWANCHAI             HK,5.66,"008572      RESTAURANT
HK CONVENTION & EXHIBITION CTR (MGT)
WANCHAI
HK
RESTAURANTForeign Spend Amount: 44.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",HK CONVENTION & EXHIWANCHAI             HK,"HK CONVENTION & EXHIBITION CENTRE
FINANCE OFFICE
1 EXPO DRIVE
WANCHAI",,,HONG KONG,'320250510213396114',Restaurant-Restaurant
02/20/2025,HK CONVENTION & EXHIWANCHAI             HK,48.68,"008572      RESTAURANT
HK CONVENTION & EXHIBITION CTR (MGT)
WANCHAI
HK
RESTAURANTForeign Spend Amount: 378.40 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",HK CONVENTION & EXHIWANCHAI             HK,"HK CONVENTION & EXHIBITION CENTRE
FINANCE OFFICE
1 EXPO DRIVE
WANCHAI",,,HONG KONG,'320250510213396048',Restaurant-Restaurant
02/19/2025,AplPay 7-ELEVEN (112HONG KONG           HK,2.51,"025562      GROCERY STORE
AplPay 7-ELEVEN (1121)
HONG KONG
HK
GROCERY STOREForeign Spend Amount: 19.50 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay 7-ELEVEN (112HONG KONG           HK,"SHOP B G/F & M/F
NO. 68 68A 70 & 70A HOLLYWOOD RD
HONG KONG",,,HONG KONG,'320250500187795041',Merchandise & Supplies-Groceries
02/19/2025,AplPay FOOD PANDA 52HK                  HK,29.93,"w9zr-2508-b 96192493
AplPay FOOD PANDA 521446
HK
HK
96192493Foreign Spend Amount: 232.70 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay FOOD PANDA 52HK                  HK,"21/F GUANGDONG INVESTMENT TOWER
148 CONNAUGHT ROAD CENTRAL
SHEUNG WAN",,,HONG KONG,'320250500182113549',Restaurant-Restaurant
02/19/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,8.53,"DKYETYHD    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
HK
HELP.UBER.COMForeign Spend Amount: 66.29 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250500192464243',Transportation-Taxis & Coach
02/19/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,16.37,"P0BFD1QX    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
HK
HELP.UBER.COMForeign Spend Amount: 127.24 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250500182411332',Transportation-Taxis & Coach
02/19/2025,CHEEKY BUNS         CENTRAL             HK,24.68,"006706      FAST FOOD RESTAURANT
CHEEKY BUNS
CENTRAL
HK
Foreign Spend Amount: 192.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",CHEEKY BUNS         CENTRAL             HK,"SHOP 5B G/F CHEUNG FAI BLDG
45-47 COCHRANE STREET
CENTRAL",,,HONG KONG,'320250490152816111',Restaurant-Bar & Café
02/19/2025,FOREIGN TRANSACTION FEE,0.06,"AplPay 7-ELEVEN (1121)
$2.51
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250500187795041',Fees & Adjustments-Fees & Adjustments
02/19/2025,FOREIGN TRANSACTION FEE,0.23,"AplPay UBER TRIP
$8.53
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250500192464243',Fees & Adjustments-Fees & Adjustments
02/19/2025,FOREIGN TRANSACTION FEE,0.26,"HK CONVENTION & EXHIBITION CTR (MGT)
$9.65
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250500187795160',Fees & Adjustments-Fees & Adjustments
02/19/2025,FOREIGN TRANSACTION FEE,0.44,"AplPay UBER TRIP
$16.37
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250500182411332',Fees & Adjustments-Fees & Adjustments
02/19/2025,FOREIGN TRANSACTION FEE,0.66,"CHEEKY BUNS
$24.68
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250490152816111',Fees & Adjustments-Fees & Adjustments
02/19/2025,FOREIGN TRANSACTION FEE,0.80,"AplPay FOOD PANDA 521446
$29.93
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250500182113549',Fees & Adjustments-Fees & Adjustments
02/19/2025,FOREIGN TRANSACTION FEE,1.61,"HK CONVENTION & EXHIBITION CTR (MGT)
$59.71
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250500186047642',Fees & Adjustments-Fees & Adjustments
02/19/2025,HK CONVENTION & EXHIWANCHAI             HK,9.65,"009869      RESTAURANT
HK CONVENTION & EXHIBITION CTR (MGT)
WANCHAI
HK
RESTAURANTForeign Spend Amount: 75.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",HK CONVENTION & EXHIWANCHAI             HK,"HK CONVENTION & EXHIBITION CENTRE
FINANCE OFFICE
1 EXPO DRIVE
WANCHAI",,,HONG KONG,'320250500187795160',Restaurant-Restaurant
02/19/2025,HK CONVENTION & EXHIWANCHAI             HK,59.71,"005494      RESTAURANT
HK CONVENTION & EXHIBITION CTR (MGT)
WANCHAI
HK
RESTAURANTForeign Spend Amount: 464.20 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",HK CONVENTION & EXHIWANCHAI             HK,"HK CONVENTION & EXHIBITION CENTRE
FINANCE OFFICE
1 EXPO DRIVE
WANCHAI",,,HONG KONG,'320250500186047642',Restaurant-Restaurant
02/19/2025,MOBILE PAYMENT - THANK YOU,-1000.00,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320250500175685330',
02/18/2025,7-ELEVEN (1121)     HONG KONG           HK,10.22,"007283      GROCERY STORE
7-ELEVEN (1121)
HONG KONG
HK
Foreign Spend Amount: 79.50 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",7-ELEVEN (1121)     HONG KONG           HK,"SHOP B G/F & M/F
NO. 68 68A 70 & 70A HOLLYWOOD RD
HONG KONG",,,HONG KONG,'320250480129004469',Merchandise & Supplies-Groceries
02/18/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,7.71,"8C0WGW71    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
HK
HELP.UBER.COMForeign Spend Amount: 60.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COHK,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250490158998069',Transportation-Taxis & Coach
