Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
03/11/2025,TSURUTONTAN ROPPONGITOKYO               JP,47.00,"410G4981551 72637643500018
TSURUTONTAN ROPPONGI
TOKYO
JP
72637643500018Foreign Spend Amount: 6890.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",TSURUTONTAN ROPPONGITOKYO               JP,"TAHACHAL
SOALTEEMODE
MINATO-KU",,44600,JAPAN,'320250700726297529',Restaurant-Restaurant
03/10/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,16.33,"BN8Y572X    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
AI
HELP.UBER.COMForeign Spend Amount: 2400.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250690681289622',Transportation-Taxis & Coach
03/10/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,28.50,"R9TDC3BG    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
AI
HELP.UBER.COMForeign Spend Amount: 4188.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250690677285097',Transportation-Taxis & Coach
03/10/2025,CHACALLRESTAURANT KATOKYO               JP,71.02,"412G1C02100 32529647900018
CHACALLRESTAURANT KABTO K
TOKYO
JP
32529647900018Foreign Spend Amount: 10435.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",CHACALLRESTAURANT KATOKYO               JP,"TAHACHAL
SOALTEEMODE
SHIBUYA-KU",,44600,JAPAN,'320250700724212389',Restaurant-Restaurant
03/10/2025,toakari             se gu qu            TO,72.87,"KXELCO      120659254
toakari
se gu qu
TO
120659254Foreign Spend Amount: 10707.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",toakari             se gu qu            TO,"SE GU 2DING MU
SE GU QU",,150,JAPAN,'320250690683021501',Restaurant-Restaurant
03/09/2025,AplPay RAMEN FUKUEI NAGANO              JP,13.25,"412G3V30724 05116711900067
AplPay RAMEN FUKUEI
NAGANO
JP
05116711900067Foreign Spend Amount: 1947.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",AplPay RAMEN FUKUEI NAGANO              JP,"AV PATRIA 999
JARDINES UNIVERSIDAD
ZAPOPAN
KITASAKU-GUN",,45110,JAPAN,'320250690698595024',Merchandise & Supplies-General Retail
03/09/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,10.32,"GQJ93G5A    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
AI
HELP.UBER.COMForeign Spend Amount: 1517.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250680653157426',Transportation-Taxis & Coach
03/09/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,23.54,"Q9NH5A3T    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
AI
HELP.UBER.COMForeign Spend Amount: 3459.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COAI,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250680655942902',Transportation-Taxis & Coach
03/09/2025,HOTEL EXIV KARUIZAWANAGANO              JP,15.65,"410G3109151 27058989200018
HOTEL EXIV KARUIZAWA
NAGANO
JP
27058989200018Foreign Spend Amount: 2299.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",HOTEL EXIV KARUIZAWANAGANO              JP,"TAHACHAL
SOALTEEMODE
KITASAKU-GUN",,44600,JAPAN,'320250690698657642',Travel-Lodging
03/09/2025,HOTEL EXIV KARUIZAWANAGANO              JP,581.87,"410G3109151 27058989200018
HOTEL EXIV KARUIZAWA
NAGANO
JP
27058989200018Foreign Spend Amount: 85500.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",HOTEL EXIV KARUIZAWANAGANO              JP,"TAHACHAL
SOALTEEMODE
KITASAKU-GUN",,44600,JAPAN,'320250690698697039',Travel-Lodging
03/09/2025,JR EAST             JAPAN               JP,37.36,"421MMR00060 31485944500000
JR EAST
JAPAN
JP
31485944500000Foreign Spend Amount: 5490.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",JR EAST             JAPAN               JP,"10 3 DAKSHIN PURI EXTN
MADAN GIR
NEW DELHI
SHIBUYA-KU",,110062,JAPAN,'320250700724160419',Transportation-Rail Services
03/09/2025,MOBILE PAYMENT - THANK YOU,-500.00,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320250680650406431',
03/09/2025,NEWDAYS KIOSK NAGANONAGANO              JP,4.16,"421M6009421 58270387300109
NEWDAYS KIOSK NAGANO
NAGANO
JP
58270387300109Foreign Spend Amount: 611.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",NEWDAYS KIOSK NAGANONAGANO              JP,"ul.  Al. Pilsudskiego  44
NAGANO-SHI",,35-001,JAPAN,'320250700724217545',Merchandise & Supplies-Groceries
03/08/2025,KARUIZA WAKANNKOU   NAGANO              JP,43.56,"461MZZZZZZZ 63625019703954
KARUIZA WAKANNKOU
NAGANO
JP
63625019703954Foreign Spend Amount: 6400.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",KARUIZA WAKANNKOU   NAGANO              JP,"""FRANCESC MACIA, 20""
KITASAKU-GUN",,08173,JAPAN,'320250700724197843',Transportation-Taxis & Coach
03/08/2025,MOBILE PAYMENT - THANK YOU,-500.00,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320250670621693764',
03/08/2025,MOBILE PAYMENT - THANK YOU,-500.00,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320250680625170405',
03/08/2025,PARADA KITA RENTAL  NAGANO              JP,53.76,"426MXO66192 65049127700026
PARADA KITA RENTAL
NAGANO
JP
65049127700026Foreign Spend Amount: 7900.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",PARADA KITA RENTAL  NAGANO              JP,"UL. JANA PAWLA II 4/9
SAKU-SHI",,14-100,JAPAN,'320250700724234259',Entertainment-Other Entertainment
03/08/2025,PARADA VERDE        NAGANO              JP,5.10,"426MXO66192 65049127700067
PARADA VERDE
NAGANO
JP
65049127700067Foreign Spend Amount: 750.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",PARADA VERDE        NAGANO              JP,"RYNEK JEZYCKI 2
SAKU-SHI",,60-847,JAPAN,'320250700724165079',Entertainment-Other Entertainment
03/08/2025,PARADA VERDE        NAGANO              JP,8.98,"426MXO66192 65049127700067
PARADA VERDE
NAGANO
JP
65049127700067Foreign Spend Amount: 1320.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",PARADA VERDE        NAGANO              JP,"RYNEK JEZYCKI 2
SAKU-SHI",,60-847,JAPAN,'320250700724087224',Entertainment-Other Entertainment
03/08/2025,TSURUYAMIYOTATENN   NAGANO              JP,141.57,"426M6309601 32706952200141
TSURUYAMIYOTATENN
NAGANO
JP
32706952200141Foreign Spend Amount: 20803.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",TSURUYAMIYOTATENN   NAGANO              JP,"TAHACHAL
SOALTEEMODE
KITASAKU-GUN",,44600,JAPAN,'320250700724079635',Merchandise & Supplies-Groceries
03/07/2025,AplPay AIRALO       SINGAPORE           SG,9.68,"NT_RTD4XHLN +6583029360
AplPay AIRALO
SINGAPORE
SG",AplPay AIRALO       SINGAPORE           SG,"79 ANSON ROAD
SINGAPORE",,079906,SINGAPORE,'320250650596207569',Business Services-Internet Services
03/07/2025,AplPay SUICA KEITAIKTOKYO               JP,6.81,"580M        57232559600018
AplPay SUICA KEITAIKESSAI
TOKYO
JP
57232559600018Foreign Spend Amount: 1000.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",AplPay SUICA KEITAIKTOKYO               JP,"RYNEK JEZYCKI 2
SHIBUYA-KU",,60-847,JAPAN,'320250700724206700',Communications-Cable & Internet Comm
03/07/2025,Asiana Airline      SEOUL,303.43,"AIRLINE/AIR CARRIER
Asiana Airline
SEOUL
AIRLINE/AIR CARRIERForeign Spend Amount: 439000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",Asiana Airline      SEOUL,"SEOULGANGSEO-GU
""OJEONGLO  443-83,(OSOIDONG,  ASIANAHAN""
SEOUL",,07505,"KOREA, REPUBLIC OF",'320250690675372854',Travel-Airline
03/07/2025,DAIICHI KOUTSU KARUINAGANO              JP,16.33,"521M        46113131902485
DAIICHI KOUTSU KARUIZAWA
NAGANO
JP
46113131902485Foreign Spend Amount: 2400.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",DAIICHI KOUTSU KARUINAGANO              JP,"JON ARROSPIDE 18 2 B
KITASAKU-GUN",,48014,JAPAN,'320250690698678221',Transportation-Taxis & Coach
03/07/2025,Interest Charge on Pay Over Time Purchases,143.49,Interest Charge on Pay Over Time Purchases,Interest Charge on Pay Over Time Purchases,,,,,'150308080000342284',Fees & Adjustments-Fees & Adjustments
03/07/2025,JR CENTRAL          JAPAN               JP,37.36,"461MZZZMV78 32415874500000
JR CENTRAL
JAPAN
JP
32415874500000Foreign Spend Amount: 5490.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",JR CENTRAL          JAPAN               JP,"TAHACHAL
SOALTEEMODE
NAKAMURA-KU NAGOYA-SHI",,44600,JAPAN,'320250700724189612',Transportation-Rail Services
03/07/2025,KOKUSAI MOTORCARS   TOKYO               JP,11.57,"580M0000644 31847281702931
KOKUSAI MOTORCARS
TOKYO
JP
31847281702931Foreign Spend Amount: 1700.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",KOKUSAI MOTORCARS   TOKYO               JP,"NIEPODLEGLOSCI 2
MITAKA-SHI",,72-500,JAPAN,'320250690698622790',Transportation-Taxis & Coach
03/07/2025,NIKKO NERIMA        TOKYO               JP,10.21,"461MZZZZZZZ 22444941600216
NIKKO NERIMA
TOKYO
JP
22444941600216Foreign Spend Amount: 1500.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",NIKKO NERIMA        TOKYO               JP,"""C/ SAN PETERSBURGO, 8""
NERIMA-KU",,10005,JAPAN,'320250690698689384',Transportation-Taxis & Coach
03/07/2025,SEVEN ELEVEN        *                   JP,10.88,"MISC FOOD STORE
SEVEN ELEVEN              JAPAN
*
JP
MISC FOOD STOREForeign Spend Amount: 1599.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",SEVEN ELEVEN        *                   JP,"ncgÔcn kÔjæh
pÎæ]kÔc 8-8
NIBAN",,102-8455,JAPAN,'320250670645023888',Merchandise & Supplies-Groceries
03/07/2025,SUSHIRO             OSAKA               JP,16.90,"412G3V77063 04908140100018
SUSHIRO
OSAKA
JP
04908140100018Foreign Spend Amount: 2490.00 JAPANESE YEN Commission Amount:  Currency Exchange Rate: null",SUSHIRO             OSAKA               JP,"397 CHEMIN DE L ESTAGNOL
BARTOLOMEI CLAIRE
SUITA-SHI",,83260,JAPAN,'320250660599601954',Restaurant-Restaurant
03/06/2025,MOBILE PAYMENT - THANK YOU,-500.00,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320250650572772441',
03/04/2025,(JOO)ESEUSSIKEIKEOMPSEOUL,10.12,"RESTAURANT
(JOO)ESEUSSIKEIKEOMPEONI
SEOUL
RESTAURANTForeign Spend Amount: 14800.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",(JOO)ESEUSSIKEIKEOMPSEOUL,"SEOULJUNG-GU
""TOIGYEOILO 100, 8 10CHEUNG (HOIHYEONDO""
SEOUL",,04631,"KOREA, REPUBLIC OF",'320250640547777544',Restaurant-Restaurant
03/04/2025,AplPay Bank_Of_ChinaHONG KONG           HK,1.29,"50630027975 21083859
AplPay Bank_Of_China_HK*THE KOWLOON MOTOR
HONG KONG
HK
21083859Foreign Spend Amount: 10.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay Bank_Of_ChinaHONG KONG           HK,"15/F 9 PO LUN STREET LAI CHI KOK KLN
HONG KONG",,0000,HONG KONG,'320250630545316531',Transportation-Taxis & Coach
03/04/2025,Intercity bus       GYEONGGI-DO,11.63,"COMPUTER STORE
Intercity bus
GYEONGGI-DO
COMPUTER STOREForeign Spend Amount: 17000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",Intercity bus       GYEONGGI-DO,"""GYEONGGI-DOBUNDANG-GU, SEONGNAM SI""
""PANGYOLO 289, (SAMPYEONGDONG, EITEKBIL""
GYEONGGI-DO",,13488,"KOREA, REPUBLIC OF",'320250640548700701',Merchandise & Supplies-Computer Supplies
03/03/2025,"JINAIR CO., LTD JinASEOUL               KO",400.95,"574943203   www.jinair.com
JINAIR CO., LTD JinAir Co., Ltd
SEOUL
KO
www.jinair.comForeign Spend Amount: 3116.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null","JINAIR CO., LTD JinASEOUL               KO","SUBMISSION HKD
HONG KONG",,,HONG KONG,'320250640557245907',Travel-Airline
03/03/2025,MOBILE PAYMENT - THANK YOU,-250.00,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320250620493653921',
03/03/2025,SELECT SERVICE PARTNKOWLOON             HK,11.45,"4263-135478 FAST FOOD RESTAURANT
SELECT SERVICE PARTNER HONG KONG LIMIT
KOWLOON
HK
FAST FOOD RESTAURANTForeign Spend Amount: 89.00 HONG KONG DOLLAR Commission Amount:  Currency Exchange Rate: null",SELECT SERVICE PARTNKOWLOON             HK,"UNIT 7E163 LEVEL 7
DEPARTURE HKIA
HK",,,HONG KONG,'320250620498925331',Restaurant-Restaurant
03/02/2025,AGODA.COM*AGODA.COM LONDON              GB,51.17,"######4eqaZ TRAVEL AGENCY
AGODA.COM*AGODA.COM HONGFENG H
LONDON
GB
TRAVEL AGENCYForeign Spend Amount: 371.32 CHINA YUAN RENMINBI Commission Amount:  Currency Exchange Rate: null",AGODA.COM*AGODA.COM LONDON              GB,"SUBMISSION CNY
CHINA",,00000,THAILAND,'320250640569756914',Travel-Travel Agencies
03/02/2025,AplPay AIRALO       SINGAPORE           SG,8.50,"NT_RRWYBOFE +6583029360
AplPay AIRALO
SINGAPORE
SG
+6583029360",AplPay AIRALO       SINGAPORE           SG,"79 ANSON ROAD
SINGAPORE",,079906,SINGAPORE,'320250610475443580',Business Services-Internet Services
03/02/2025,SHAKE SHACK         shenzhenshi,16.49,"FAST FOOD RESTAURANT
SHAKE SHACK
shenzhenshi
FAST FOOD RESTAURANTForeign Spend Amount: 120.00 CHINA YUAN RENMINBI Commission Amount:  Currency Exchange Rate: null",SHAKE SHACK         shenzhenshi,,,,,'320250610470865373',Other-Miscellaneous
03/01/2025,AGODA.COM HONGFENG HLONDON              GB,105.12,"######4cGuB TRAVEL AGENCY
AGODA.COM HONGFENG H
LONDON
GB
TRAVEL AGENCY",AGODA.COM HONGFENG HLONDON              GB,SUBMISSIONS USD,"UK
000",A0000,UNITED STATES,'320250630537164169',Travel-Travel Agencies
03/01/2025,AplPay AIRALO       SINGAPORE           SG,9.72,"NT_RRJVHL0E +6583029360
AplPay AIRALO
SINGAPORE
SG",AplPay AIRALO       SINGAPORE           SG,"79 ANSON ROAD
SINGAPORE",,079906,SINGAPORE,'320250590409698051',Business Services-Internet Services
