Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
01/25/2025,AMAZON.COM          AMZN.COM/BILL       WA,79.12,"6IWDZJ8A09V MERCHANDISE
AMAZON.COM
AMZN.COM/BILL
WA
MERCHANDISE",AMAZON.COM          AMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320250270593006344',Merchandise & Supplies-Internet Purchase
01/23/2025,FOREIGN TRANSACTION FEE,3.17,"JOOSIKHOISA LEUCHAEMBEO
$117.58
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250240510678111',Fees & Adjustments-Fees & Adjustments
01/23/2025,JOOSIKHOISA LEUCHAEMSEOUL,117.58,"RESTAURANT
JOOSIKHOISA LEUCHAEMBEO
SEOUL
RESTAURANTForeign Spend Amount: 169000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",JOOSIKHOISA LEUCHAEMSEOUL,"SEOULGANGNAM-GU
""DOSANDAILO55GIL 42,  JIHA1CHEUNG (CHEO""
SEOUL",,06014,"KOREA, REPUBLIC OF",'320250240510678111',Restaurant-Restaurant
01/22/2025,FOREIGN TRANSACTION FEE,0.05,"kakaomobility
$2.08
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250230505569802',Fees & Adjustments-Fees & Adjustments
01/22/2025,FOREIGN TRANSACTION FEE,0.18,"kakaomobility
$6.67
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250230505569685',Fees & Adjustments-Fees & Adjustments
01/22/2025,FOREIGN TRANSACTION FEE,0.43,"Ginos Pizza
$16.00
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250230487385644',Fees & Adjustments-Fees & Adjustments
01/22/2025,FOREIGN TRANSACTION FEE,1.31,"LOOPANG
$48.69
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250230487384631',Fees & Adjustments-Fees & Adjustments
01/22/2025,FOREIGN TRANSACTION FEE,1.82,"GERISEUN
$67.47
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250230487395005',Fees & Adjustments-Fees & Adjustments
01/22/2025,FOREIGN TRANSACTION FEE,2.42,"Queen's Park
$89.73
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250230487756842',Fees & Adjustments-Fees & Adjustments
01/22/2025,GERISEUN            SEOUL,67.47,"RESTAURANT
GERISEUN
SEOUL
RESTAURANTForeign Spend Amount: 97000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",GERISEUN            SEOUL,"SEOULGANGNAM-GU
""SEONLEUNGLO161GIL 18, JIHA1CHEUNG (SIN""
SEOUL",,06018,"KOREA, REPUBLIC OF",'320250230487395005',Restaurant-Restaurant
01/22/2025,Ginos Pizza         SEOUL,16.00,"FAST FOOD RESTAURANT
Ginos Pizza
SEOUL
FAST FOOD RESTAURANTForeign Spend Amount: 23000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",Ginos Pizza         SEOUL,"SEOULGANGNAM-GU
""SEONLEUNGLO161GIL 18, JISANG 2CHEUNG (""
SEOUL",,06018,"KOREA, REPUBLIC OF",'320250230487385644',Restaurant-Bar & Café
01/22/2025,LOOPANG             SEOUL,48.69,"RESTAURANT
LOOPANG
SEOUL
RESTAURANTForeign Spend Amount: 70000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",LOOPANG             SEOUL,"SEOULGANGNAM-GU
""SEONLEUNGLO160GIL  5,1CHEUNG  (CHEONGD""
SEOUL",,06014,"KOREA, REPUBLIC OF",'320250230487384631',Restaurant-Restaurant
01/22/2025,Queen's Park        SEOUL,89.73,"RESTAURANT
Queen's Park
SEOUL
RESTAURANTForeign Spend Amount: 129000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",Queen's Park        SEOUL,"SEOULGANGNAM-GU
""ABGOOJEONGLO60GIL  22,(CHEONGDAMDONG)""
SEOUL",,06014,"KOREA, REPUBLIC OF",'320250230487756842',Restaurant-Restaurant
01/22/2025,kakaomobility       SEOUL,2.08,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 3000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320250230505569802',Merchandise & Supplies-General Retail
01/22/2025,kakaomobility       SEOUL,6.67,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 9600.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320250230505569685',Merchandise & Supplies-General Retail
01/21/2025,ONLINE PAYMENT - THANK YOU,-886.80,ONLINE PAYMENT - THANK YOU,ONLINE PAYMENT - THANK YOU,,,,,'320250210436674482',
01/10/2025,AplPay (JOO)LODDEOILINCHEON,0.68,"FAST FOOD RESTAURANT
AplPay (JOO)LODDEOILIA
INCHEON
FAST FOOD RESTAURANTForeign Spend Amount: 1000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",AplPay (JOO)LODDEOILINCHEON,"INCHEONJUNG-GU
""GONGHANGLO 272, (UNSEODONG)""
INCHEON",,22382,"KOREA, REPUBLIC OF",'320250110190482422',Restaurant-Bar & Café
01/10/2025,AplPay (JOO)LODDEOILINCHEON,9.01,"FAST FOOD RESTAURANT
AplPay (JOO)LODDEOILIA
INCHEON
FAST FOOD RESTAURANTForeign Spend Amount: 13200.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",AplPay (JOO)LODDEOILINCHEON,"INCHEONJUNG-GU
""GONGHANGLO 272, (UNSEODONG)""
INCHEON",,22382,"KOREA, REPUBLIC OF",'320250110191022141',Restaurant-Bar & Café
01/10/2025,FOREIGN TRANSACTION FEE,0.01,"AplPay (JOO)LODDEOILIA
$0.68
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250110190482422',Fees & Adjustments-Fees & Adjustments
01/10/2025,FOREIGN TRANSACTION FEE,0.24,"AplPay (JOO)LODDEOILIA
$9.01
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250110191022141',Fees & Adjustments-Fees & Adjustments
01/09/2025,(JOO)LGYUPEULLEOSEU SEOUL,4.45,"TELECOM EQUIPMENT
(JOO)LGYUPEULLEOSEU
SEOUL
TELECOM EQUIPMENTForeign Spend Amount: 6500.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",(JOO)LGYUPEULLEOSEU SEOUL,"SEOULGANGNAM-GU
""GANGNAMDAILO  362,  12CHEUNG(YEOKSAM1D""
SEOUL",,06241,"KOREA, REPUBLIC OF",'320250100162800972',Communications-Telephone Comm
01/09/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,7.06,"FD7XG00M    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 232.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250090152573846',Transportation-Taxis & Coach
01/09/2025,AplPay WWW.GETNOMAD.SANTA CLARA         CA,48.00,"NT_RYKURI6I +14084980957
AplPay WWW.GETNOMAD.APP
SANTA CLARA
CA
+14084980957",AplPay WWW.GETNOMAD.SANTA CLARA         CA,"2880 LAKESIDE DR
SUITE 331","SANTA CLARA
CA",95054,UNITED STATES,'320250100179662574',Merchandise & Supplies-Internet Purchase
01/09/2025,FOREIGN TRANSACTION FEE,0.12,"(JOO)LGYUPEULLEOSEU
$4.45
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250100162800972',Fees & Adjustments-Fees & Adjustments
01/09/2025,FOREIGN TRANSACTION FEE,0.19,"AplPay UBER TRIP
$7.06
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250090152573846',Fees & Adjustments-Fees & Adjustments
01/08/2025,AplPay AIRALO       SINGAPORE           SG,8.30,"NT_RXVKXD6V +6583029360
AplPay AIRALO
SINGAPORE
SG
+6583029360",AplPay AIRALO       SINGAPORE           SG,"79 ANSON ROAD
SINGAPORE",,079906,SINGAPORE,'320250080132517545',Business Services-Internet Services
01/07/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,3.21,"MGBJH40E    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 105.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250070091578161',Transportation-Taxis & Coach
01/07/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,3.24,"MEYB6AVD    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 106.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250070090576309',Transportation-Taxis & Coach
01/07/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,25.19,"0GVGBTE3    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 823.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250070092199923',Transportation-Taxis & Coach
01/07/2025,FOREIGN TRANSACTION FEE,0.08,"AplPay UBER TRIP
$3.24
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250070090576309',Fees & Adjustments-Fees & Adjustments
01/07/2025,FOREIGN TRANSACTION FEE,0.08,"AplPay UBER TRIP
$3.21
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250070091578161',Fees & Adjustments-Fees & Adjustments
01/07/2025,FOREIGN TRANSACTION FEE,0.68,"AplPay UBER TRIP
$25.19
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250070092199923',Fees & Adjustments-Fees & Adjustments
01/07/2025,Interest Charge on Promotional Balances,69.67,Interest Charge on Promotional Balances,Interest Charge on Promotional Balances,,,,,'150108100000112725',Fees & Adjustments-Fees & Adjustments
01/07/2025,Interest Charge on Purchases,495.61,Interest Charge on Purchases,Interest Charge on Purchases,,,,,'150108100000112724',Fees & Adjustments-Fees & Adjustments
01/06/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,18.96,"AE9P74GZ    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 624.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250060080384291',Transportation-Taxis & Coach
01/06/2025,BEI TOU LI SHI 03158TAIPEI CITY,467.89,"LODGING
BEI TOU LI SHI 03158
TAIPEI CITY
LODGINGForeign Spend Amount: 15400.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",BEI TOU LI SHI 03158TAIPEI CITY,"""NO.30, YOU YA RD.,""
TAIPEI
TAIPEI CITY",,112,TAIWAN,'320250060084604046',Travel-Lodging
01/06/2025,FOREIGN TRANSACTION FEE,0.51,"AplPay UBER TRIP
$18.96
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250060080384291',Fees & Adjustments-Fees & Adjustments
01/06/2025,FOREIGN TRANSACTION FEE,12.63,"BEI TOU LI SHI 03158
$467.89
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250060084604046',Fees & Adjustments-Fees & Adjustments
01/05/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,3.74,"1QFHBDRA    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 123.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250050054492017',Transportation-Taxis & Coach
01/05/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,4.38,"139EXZT0    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 144.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250060079693892',Transportation-Taxis & Coach
01/05/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,8.39,"JWSHRAJP    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 276.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250050042837490',Transportation-Taxis & Coach
01/05/2025,FOREIGN TRANSACTION FEE,0.10,"AplPay UBER TRIP
$3.74
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250050054492017',Fees & Adjustments-Fees & Adjustments
01/05/2025,FOREIGN TRANSACTION FEE,0.11,"AplPay UBER TRIP
$4.38
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250060079693892',Fees & Adjustments-Fees & Adjustments
01/05/2025,FOREIGN TRANSACTION FEE,0.22,"AplPay UBER TRIP
$8.39
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250050042837490',Fees & Adjustments-Fees & Adjustments
01/05/2025,FOREIGN TRANSACTION FEE,0.73,"TSAI DIE YAN
$27.07
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250050061461914',Fees & Adjustments-Fees & Adjustments
01/05/2025,FOREIGN TRANSACTION FEE,3.11,"PACIFIC BUSINESS CENTER
$115.45
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250050061441893',Fees & Adjustments-Fees & Adjustments
01/05/2025,FOREIGN TRANSACTION FEE,11.41,"SHIANG YAN SHIN YI
$422.68
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250050061435709',Fees & Adjustments-Fees & Adjustments
01/05/2025,PACIFIC BUSINESS CENTAIPEI CITY,115.45,"LODGING
PACIFIC BUSINESS CENTER
TAIPEI CITY
LODGINGForeign Spend Amount: 3800.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",PACIFIC BUSINESS CENTAIPEI CITY,"""11F-4,NO.495,GUANG FU S RD TAIPEITAIPE""
TAIPEI CITY",,110,TAIWAN,'320250050061441893',Travel-Lodging
01/05/2025,SHIANG YAN SHIN YI  TAIPEI CITY,422.68,"RECREATION SERVICE
SHIANG YAN SHIN YI
TAIPEI CITY
RECREATION SERVICEForeign Spend Amount: 13912.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",SHIANG YAN SHIN YI  TAIPEI CITY,"""B2,NO.101,SUNG REN RD,""
""SHIN YI CHIU,TAIPEI""
TAIPEI CITY",,110,TAIWAN,'320250050061435709',Entertainment-Other Entertainment
01/05/2025,TSAI DIE YAN        TAIPEI CITY,27.07,"RESTAURANT
TSAI DIE YAN
TAIPEI CITY
RESTAURANTForeign Spend Amount: 891.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",TSAI DIE YAN        TAIPEI CITY,"""B1F,NO.97,B1F,NO.99,""
""B1F,NO.101,SUNG REN RD,""
TAIPEI
TAIPEI CITY",,110,TAIWAN,'320250050061461914',Restaurant-Restaurant
01/04/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,3.22,"19NKPP7Y    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 106.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250040032174250',Transportation-Taxis & Coach
01/04/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,3.80,"GYBB21Q6    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 125.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250040022821957',Transportation-Taxis & Coach
01/04/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,5.04,"EN7G8VQW    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 166.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250050055685725',Transportation-Taxis & Coach
01/04/2025,Breeze Nan-Shan TaipTAIPEI CITY,198.24,"DEPARTMENT STORE
Breeze Nan-Shan Taipei  1
TAIPEI CITY
DEPARTMENT STOREForeign Spend Amount: 6525.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",Breeze Nan-Shan TaipTAIPEI CITY,"""1F, NO.17, SUNG JR RD.,""
TAIPEI
TAIPEI CITY",,110,TAIWAN,'320250050061449698',Merchandise & Supplies-Department Stores
01/04/2025,FOREIGN TRANSACTION FEE,0.08,"AplPay UBER TRIP
$3.22
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250040032174250',Fees & Adjustments-Fees & Adjustments
01/04/2025,FOREIGN TRANSACTION FEE,0.10,"AplPay UBER TRIP
$3.80
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250040022821957',Fees & Adjustments-Fees & Adjustments
01/04/2025,FOREIGN TRANSACTION FEE,0.13,"AplPay UBER TRIP
$5.04
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250050055685725',Fees & Adjustments-Fees & Adjustments
01/04/2025,FOREIGN TRANSACTION FEE,1.10,"Sidebar
$41.02
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250050061458938',Fees & Adjustments-Fees & Adjustments
01/04/2025,FOREIGN TRANSACTION FEE,5.35,"Breeze Nan-Shan Taipei  1
$198.24
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250050061449698',Fees & Adjustments-Fees & Adjustments
01/04/2025,Sidebar             TAIPEI CITY,41.02,"BAR/NIGHTCLUB
Sidebar
TAIPEI CITY
BAR/NIGHTCLUBForeign Spend Amount: 1350.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",Sidebar             TAIPEI CITY,"""1F,NO.275,WEN CHANG ST,""
TAIPEI
TAIPEI CITY",,106,TAIWAN,'320250050061458938',Restaurant-Bar & Café
01/03/2025,AplPay AIRALO       SINGAPORE           SG,12.00,"NT_RWAIISVH +6583029360
AplPay AIRALO
SINGAPORE
SG
+6583029360",AplPay AIRALO       SINGAPORE           SG,"79 ANSON ROAD
SINGAPORE",,079906,SINGAPORE,'320250030001634082',Business Services-Internet Services
01/03/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,3.23,"0Y7FVMGG    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 106.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250030994013103',Transportation-Taxis & Coach
01/03/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,3.59,"5WZDYR86    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 118.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250030994068904',Transportation-Taxis & Coach
01/03/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,4.29,"3JXZVE72    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 141.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250030005380408',Transportation-Taxis & Coach
01/03/2025,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,9.25,"HM75KZ8R    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 304.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320250030994757041',Transportation-Taxis & Coach
01/03/2025,FOREIGN TRANSACTION FEE,0.08,"AplPay UBER TRIP
$3.23
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250030994013103',Fees & Adjustments-Fees & Adjustments
01/03/2025,FOREIGN TRANSACTION FEE,0.09,"AplPay UBER TRIP
$3.59
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250030994068904',Fees & Adjustments-Fees & Adjustments
01/03/2025,FOREIGN TRANSACTION FEE,0.11,"AplPay UBER TRIP
$4.29
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250030005380408',Fees & Adjustments-Fees & Adjustments
01/03/2025,FOREIGN TRANSACTION FEE,0.24,"AplPay UBER TRIP
$9.25
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250030994757041',Fees & Adjustments-Fees & Adjustments
01/03/2025,FOREIGN TRANSACTION FEE,0.40,"FRANK 25918
$15.04
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820250040015534121',Fees & Adjustments-Fees & Adjustments
