Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
11/24/2024,FOREIGN TRANSACTION FEE,15.38,"YEONGCHEONYEONGHOASIKYUKSIKDAN
$569.98
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243300914831098',Fees & Adjustments-Fees & Adjustments
11/24/2024,JEOISEUTEU(ZEST)    SEOUL,83.46,"RESTAURANT
JEOISEUTEU(ZEST)
SEOUL
RESTAURANTForeign Spend Amount: 117000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",JEOISEUTEU(ZEST)    SEOUL,"SEOULGANGNAM-GU
""DOSANDAILO55GIL 26, JIHA1CHEUNG (CHEON""
SEOUL",,06014,"KOREA, REPUBLIC OF",'320243300914816463',Restaurant-Restaurant
11/24/2024,PAINAENKO           SEOUL,104.51,"RESTAURANT
PAINAENKO
SEOUL
RESTAURANTForeign Spend Amount: 146500.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",PAINAENKO           SEOUL,"SEOULGANGNAM-GU
""SEONLEUNGLO157GIL 33, JIHA1CHEUNG (SIN""
SEOUL",,06018,"KOREA, REPUBLIC OF",'320243300915815710',Restaurant-Restaurant
11/24/2024,PEULAIKCHEO JOOSIKHOSEOUL,11.41,"FAMILY CLOTHING
PEULAIKCHEO JOOSIKHOISA
SEOUL
FAMILY CLOTHINGForeign Spend Amount: 16000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",PEULAIKCHEO JOOSIKHOSEOUL,"SEOULGANGNAM-GU
""DOSANDAILO51GIL 13, JIHACHEUNG(SINSADO""
SEOUL",,06019,"KOREA, REPUBLIC OF",'320243300914814429',Merchandise & Supplies-Clothing Stores
11/24/2024,YEONGCHEONYEONGHOASISEOUL,569.98,"RESTAURANT
YEONGCHEONYEONGHOASIKYUKSIKDAN
SEOUL
RESTAURANTForeign Spend Amount: 799000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",YEONGCHEONYEONGHOASISEOUL,"SEOULGANGNAM-GU
""DOSANDAILO90GIL  3,  1CHEUNG    2CHEUN""
SEOUL",,06070,"KOREA, REPUBLIC OF",'320243300914831098',Restaurant-Restaurant
11/23/2024,(JOO)JEOIIPOYUKEOMPESEOUL,150.52,"RESTAURANT
(JOO)JEOIIPOYUKEOMPEONI
SEOUL
RESTAURANTForeign Spend Amount: 211000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",(JOO)JEOIIPOYUKEOMPESEOUL,"SEOULGANGNAM-GU
""NONHYEONLO163GIL 10, JIHA1CHEUNG (SINS""
SEOUL",,06031,"KOREA, REPUBLIC OF",'320243290890486799',Restaurant-Restaurant
11/23/2024,FOREIGN TRANSACTION FEE,0.34,"JOOSIKHOISA DISEUTEULIKTEU
$12.84
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243290890471162',Fees & Adjustments-Fees & Adjustments
11/23/2024,FOREIGN TRANSACTION FEE,0.38,"KRP*Eximbay
$14.27
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243300935048921',Fees & Adjustments-Fees & Adjustments
11/23/2024,FOREIGN TRANSACTION FEE,4.06,"(JOO)JEOIIPOYUKEOMPEONI
$150.52
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243290890486799',Fees & Adjustments-Fees & Adjustments
11/23/2024,FOREIGN TRANSACTION FEE,4.85,"JUSIKHOESA AEBAENPEULROU
$179.77
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243290890065062',Fees & Adjustments-Fees & Adjustments
11/23/2024,JOOSIKHOISA DISEUTEUSEOUL,12.84,"RESTAURANT
JOOSIKHOISA DISEUTEULIKTEU
SEOUL
RESTAURANTForeign Spend Amount: 18000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",JOOSIKHOISA DISEUTEUSEOUL,"SEOULYONGSAN-GU
""ITAEUEONLO27GAGIL 26, HAEMILTEUNHOTELB""
SEOUL",,04350,"KOREA, REPUBLIC OF",'320243290890471162',Restaurant-Restaurant
11/23/2024,JUSIKHOESA AEBAENPEUSEOUL,179.77,"RESTAURANT
JUSIKHOESA AEBAENPEULROU
SEOUL
RESTAURANTForeign Spend Amount: 252000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",JUSIKHOESA AEBAENPEUSEOUL,"SEOULGANGNAM-GU
""ABGOOJEONGLO46GIL 30, JIHA1CHEUNG (SIN""
SEOUL",,06017,"KOREA, REPUBLIC OF",'320243290890065062',Restaurant-Restaurant
11/23/2024,KRP*Eximbay         SEOUL,14.27,"COMPUTER NETWORK/INFO
KRP*Eximbay
SEOUL
COMPUTER NETWORK/INFOForeign Spend Amount: 20000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",KRP*Eximbay         SEOUL,"16 DIJITEOLRO32GAGIL GUROGU SEOUL
""(GURODONG,PATEUNEOSHUTAUEO2CHA)""
SEOUL TEUGBYEOLSI",,08393,"KOREA, REPUBLIC OF",'320243300935048921',Communications-Cable & Internet Comm
11/22/2024,BUTCHERS CUT        SEOUL,164.07,"RESTAURANT
BUTCHERS CUT
SEOUL
RESTAURANTForeign Spend Amount: 230000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",BUTCHERS CUT        SEOUL,"SEOULGANGNAM-GU
""EONJOOLO 835, JIHA1,JISANG1.2CHEUNG (S""
SEOUL",,06023,"KOREA, REPUBLIC OF",'320243280863882262',Restaurant-Restaurant
11/22/2024,FOREIGN TRANSACTION FEE,4.42,"BUTCHERS CUT
$164.07
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243280863882262',Fees & Adjustments-Fees & Adjustments
11/20/2024,AplPay GS25SAMSEONGHSEOUL,12.94,"MISC FOOD STORE
AplPay GS25SAMSEONGHANULJEOM
SEOUL
MISC FOOD STOREForeign Spend Amount: 18000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",AplPay GS25SAMSEONGHSEOUL,"SEOULGANGNAM-GU
""SAMSEONGLO119GIL 37, (SAMSEONGDONG)""
SEOUL",,06094,"KOREA, REPUBLIC OF",'320243260807306760',Merchandise & Supplies-Groceries
11/20/2024,AplPay Hyundai GreenSEOUL,3.74,"GROCERY STORE
AplPay Hyundai Green Food
SEOUL
GROCERY STOREForeign Spend Amount: 5200.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",AplPay Hyundai GreenSEOUL,"SEOULSONGPA-GU
""OLLIMPIKLO43GIL 88, JIHA1CHEUNG DONGGO""
SEOUL",,05505,"KOREA, REPUBLIC OF",'320243260806179279',Merchandise & Supplies-Groceries
11/20/2024,FOREIGN TRANSACTION FEE,0.01,"SEOULASANBYEONGUEON
$0.72
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243260806181426',Fees & Adjustments-Fees & Adjustments
11/20/2024,FOREIGN TRANSACTION FEE,0.09,"Hyundai Green Food
$3.38
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243260806179353',Fees & Adjustments-Fees & Adjustments
11/20/2024,FOREIGN TRANSACTION FEE,0.10,"AplPay Hyundai Green Food
$3.74
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243260806179279',Fees & Adjustments-Fees & Adjustments
11/20/2024,FOREIGN TRANSACTION FEE,0.34,"AplPay GS25SAMSEONGHANULJEOM
$12.94
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243260807306760',Fees & Adjustments-Fees & Adjustments
11/20/2024,FOREIGN TRANSACTION FEE,0.58,"YESULPIJA GANGNAMJEOM
$21.50
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243260806184713',Fees & Adjustments-Fees & Adjustments
11/20/2024,FOREIGN TRANSACTION FEE,1.99,"SEOULASANBYEONGUEON
$74.05
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243260807298774',Fees & Adjustments-Fees & Adjustments
11/20/2024,Hyundai Green Food  SEOUL,3.38,"GROCERY STORE
Hyundai Green Food
SEOUL
GROCERY STOREForeign Spend Amount: 4700.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",Hyundai Green Food  SEOUL,"SEOULSONGPA-GU
""OLLIMPIKLO43GIL 88, JIHA1CHEUNG DONGGO""
SEOUL",,05505,"KOREA, REPUBLIC OF",'320243260806179353',Merchandise & Supplies-Groceries
11/20/2024,SEOULASANBYEONGUEON SEOUL,0.72,"HOSPITAL
SEOULASANBYEONGUEON
SEOUL
HOSPITALForeign Spend Amount: 1000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",SEOULASANBYEONGUEON SEOUL,"SEOULSONGPA-GU
""OLLIMPIKLO43GIL  88,(POONGNAB2DONG,  S""
SEOUL",,05505,"KOREA, REPUBLIC OF",'320243260806181426',Business Services-Health Care Services
11/20/2024,SEOULASANBYEONGUEON SEOUL,74.05,"HOSPITAL
SEOULASANBYEONGUEON
SEOUL
HOSPITALForeign Spend Amount: 102990.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",SEOULASANBYEONGUEON SEOUL,"SEOULSONGPA-GU
""OLLIMPIKLO43GIL  88,(POONGNAB2DONG,  S""
SEOUL",,05505,"KOREA, REPUBLIC OF",'320243260807298774',Business Services-Health Care Services
11/20/2024,YESULPIJA GANGNAMJEOSEOUL,21.50,"FAST FOOD RESTAURANT
YESULPIJA GANGNAMJEOM
SEOUL
FAST FOOD RESTAURANTForeign Spend Amount: 29900.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",YESULPIJA GANGNAMJEOSEOUL,"SEOULGANGNAM-GU
""SAMSEONGLO119GIL 43, 1CHEUNG (SAMSEONG""
SEOUL",,06094,"KOREA, REPUBLIC OF",'320243260806184713',Restaurant-Bar & Café
11/19/2024,AplPay AIRALO       SINGAPORE           SG,30.02,"NT_RF7OS5ZI +6583029360
AplPay AIRALO
SINGAPORE
SG",AplPay AIRALO       SINGAPORE           SG,"79 ANSON ROAD
SINGAPORE",,079906,SINGAPORE,'320243230728973260',Business Services-Internet Services
11/18/2024,FOREIGN TRANSACTION FEE,0.01,"GRAB
$0.49
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243230728699328',Fees & Adjustments-Fees & Adjustments
11/18/2024,FOREIGN TRANSACTION FEE,0.02,"GRAB
$0.92
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243230741836053',Fees & Adjustments-Fees & Adjustments
11/18/2024,FOREIGN TRANSACTION FEE,0.52,"GRAB
$19.33
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243230728670546',Fees & Adjustments-Fees & Adjustments
11/18/2024,FOREIGN TRANSACTION FEE,0.61,"L'OLIVA
$22.84
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243240756357245',Fees & Adjustments-Fees & Adjustments
11/18/2024,GRAB                BANGKOK             TH,0.49,"cd0bc0617f3 TAXICAB & LIMOUSINE
GRAB
BANGKOK
TH
TAXICAB & LIMOUSINEForeign Spend Amount: 17.00 THAILAND BAHT Commission Amount:  Currency Exchange Rate: null",GRAB                BANGKOK             TH,"SUBMISSION THB
THAILAND",,00000,SINGAPORE,'320243230728699328',Transportation-Taxis & Coach
11/18/2024,GRAB                BANGKOK             TH,0.92,"65290238f14 TAXICAB & LIMOUSINE
GRAB
BANGKOK
TH
TAXICAB & LIMOUSINEForeign Spend Amount: 32.00 THAILAND BAHT Commission Amount:  Currency Exchange Rate: null",GRAB                BANGKOK             TH,"SUBMISSION THB
THAILAND",,00000,SINGAPORE,'320243230741836053',Transportation-Taxis & Coach
11/18/2024,GRAB                BANGKOK             TH,19.33,"26126d1e81c TAXICAB & LIMOUSINE
GRAB
BANGKOK
TH
TAXICAB & LIMOUSINEForeign Spend Amount: 672.00 THAILAND BAHT Commission Amount:  Currency Exchange Rate: null",GRAB                BANGKOK             TH,"SUBMISSION THB
THAILAND",,00000,SINGAPORE,'320243230728670546',Transportation-Taxis & Coach
11/18/2024,L'OLIVA             BANGKOK             TH,22.84,"AAEB7gDCZzs RESTAURANT
L'OLIVA
BANGKOK
TH
RESTAURANTForeign Spend Amount: 791.52 THAILAND BAHT Commission Amount:  Currency Exchange Rate: null",L'OLIVA             BANGKOK             TH,"4 SUKHUMVIT RD.
KHLONGTAN KHLONG TOEI
BANGKOK
BANGKOK",,10110,THAILAND,'320243240756357245',Restaurant-Restaurant
11/17/2024,FOREIGN TRANSACTION FEE,0.08,"GRAB
$3.31
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243220718730148',Fees & Adjustments-Fees & Adjustments
11/17/2024,FOREIGN TRANSACTION FEE,0.18,"GHL*TRUTH OR DARE
$6.77
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243220702321318',Fees & Adjustments-Fees & Adjustments
11/17/2024,FOREIGN TRANSACTION FEE,0.35,"GHL*TRUTH OR DARE
$13.21
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243220702332145',Fees & Adjustments-Fees & Adjustments
11/17/2024,FOREIGN TRANSACTION FEE,0.35,"GHL*TRUTH OR DARE
$13.21
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243220702355752',Fees & Adjustments-Fees & Adjustments
11/17/2024,FOREIGN TRANSACTION FEE,1.00,"FOUR SEASONS HOTEL BAN
$37.13
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243240756329507',Fees & Adjustments-Fees & Adjustments
11/17/2024,FOREIGN TRANSACTION FEE,1.09,"GHL*TRUTH OR DARE
$40.63
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243220702314068',Fees & Adjustments-Fees & Adjustments
11/17/2024,FOREIGN TRANSACTION FEE,1.44,"GHL*TRUTH OR DARE
$53.50
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243220702372601',Fees & Adjustments-Fees & Adjustments
11/17/2024,FOREIGN TRANSACTION FEE,1.51,"GRAB
$56.10
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243220707442886',Fees & Adjustments-Fees & Adjustments
11/17/2024,FOREIGN TRANSACTION FEE,7.60,"INTERCONTINENTAL BANGK
$281.65
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243220701693131',Fees & Adjustments-Fees & Adjustments
11/17/2024,FOUR SEASONS HOTEL BBANGKOK             TH,37.13,"AAEB7gDCZzj LODGING
FOUR SEASONS HOTEL BAN
BANGKOK
TH
LODGINGForeign Spend Amount: 1286.84 THAILAND BAHT Commission Amount:  Currency Exchange Rate: null",FOUR SEASONS HOTEL BBANGKOK             TH,"300/1 CHAROENKRUNG RD.
YANNAWA SATHORN
BANGKOK
BANGKOK",,10120,THAILAND,'320243240756329507',Travel-Lodging
11/17/2024,GHL*TRUTH OR DARE   BANGKOK             TH,6.77,"AAEB7gDCZzj RESTAURANT
GHL*TRUTH OR DARE
BANGKOK
TH
RESTAURANTForeign Spend Amount: 235.40 THAILAND BAHT Commission Amount:  Currency Exchange Rate: null",GHL*TRUTH OR DARE   BANGKOK             TH,"61 THE DUCHESS HOTEL
LANGSUAN RD. KLONGSONG
PATHUMWAN BANGKOK
BANGKOK",,10330,THAILAND,'320243220702321318',Restaurant-Restaurant
11/17/2024,GHL*TRUTH OR DARE   BANGKOK             TH,13.21,"AAEB7gDCZzj RESTAURANT
GHL*TRUTH OR DARE
BANGKOK
TH
RESTAURANTForeign Spend Amount: 459.03 THAILAND BAHT Commission Amount:  Currency Exchange Rate: null",GHL*TRUTH OR DARE   BANGKOK             TH,"61 THE DUCHESS HOTEL
LANGSUAN RD. KLONGSONG
PATHUMWAN BANGKOK
BANGKOK",,10330,THAILAND,'320243220702332145',Restaurant-Restaurant
11/17/2024,GHL*TRUTH OR DARE   BANGKOK             TH,13.21,"AAEB7gDCZzj RESTAURANT
GHL*TRUTH OR DARE
BANGKOK
TH
RESTAURANTForeign Spend Amount: 459.03 THAILAND BAHT Commission Amount:  Currency Exchange Rate: null",GHL*TRUTH OR DARE   BANGKOK             TH,"61 THE DUCHESS HOTEL
LANGSUAN RD. KLONGSONG
PATHUMWAN BANGKOK
BANGKOK",,10330,THAILAND,'320243220702355752',Restaurant-Restaurant
11/17/2024,GHL*TRUTH OR DARE   BANGKOK             TH,40.63,"AAEB7gDCZzj RESTAURANT
GHL*TRUTH OR DARE
BANGKOK
TH
RESTAURANTForeign Spend Amount: 1412.40 THAILAND BAHT Commission Amount:  Currency Exchange Rate: null",GHL*TRUTH OR DARE   BANGKOK             TH,"61 THE DUCHESS HOTEL
LANGSUAN RD. KLONGSONG
PATHUMWAN BANGKOK
BANGKOK",,10330,THAILAND,'320243220702314068',Restaurant-Restaurant
11/17/2024,GHL*TRUTH OR DARE   BANGKOK             TH,53.50,"AAEB7gDCZzk RESTAURANT
GHL*TRUTH OR DARE
BANGKOK
TH
RESTAURANTForeign Spend Amount: 1859.66 THAILAND BAHT Commission Amount:  Currency Exchange Rate: null",GHL*TRUTH OR DARE   BANGKOK             TH,"61 THE DUCHESS HOTEL
LANGSUAN RD. KLONGSONG
PATHUMWAN BANGKOK
BANGKOK",,10330,THAILAND,'320243220702372601',Restaurant-Restaurant
11/17/2024,GRAB                BANGKOK             TH,3.31,"5436aa62d86 TAXICAB & LIMOUSINE
GRAB
BANGKOK
TH
TAXICAB & LIMOUSINEForeign Spend Amount: 115.00 THAILAND BAHT Commission Amount:  Currency Exchange Rate: null",GRAB                BANGKOK             TH,"SUBMISSION THB
THAILAND",,00000,SINGAPORE,'320243220718730148',Transportation-Taxis & Coach
11/17/2024,GRAB                BANGKOK             TH,56.10,"b83f2f160cd TAXICAB & LIMOUSINE
GRAB
BANGKOK
TH
TAXICAB & LIMOUSINEForeign Spend Amount: 1950.00 THAILAND BAHT Commission Amount:  Currency Exchange Rate: null",GRAB                BANGKOK             TH,"SUBMISSION THB
THAILAND",,00000,SINGAPORE,'320243220707442886',Transportation-Taxis & Coach
11/17/2024,INTERCONTINENTAL BANBANGKOK             TH,281.65,"AAMCBAAyZzk LODGING
INTERCONTINENTAL BANGK
BANGKOK
TH
LODGINGForeign Spend Amount: 9790.00 THAILAND BAHT Commission Amount:  Currency Exchange Rate: null",INTERCONTINENTAL BANBANGKOK             TH,"10 SOI.SUKHUMVIT59(BOONCHANA)
SUKHUMVIT RD. KLONGTANNUA
WATTANA BANGKOK
BANGKOK",,10110,THAILAND,'320243220701693131',Travel-Lodging
11/16/2024,FOREIGN TRANSACTION FEE,0.14,"GRAB
$5.38
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243210677138016',Fees & Adjustments-Fees & Adjustments
11/16/2024,FOREIGN TRANSACTION FEE,0.18,"GRAB
$6.99
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243210684305148',Fees & Adjustments-Fees & Adjustments
11/16/2024,FOREIGN TRANSACTION FEE,1.47,"FOUR SEASONS HOTEL BAN
$54.52
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243210677199424',Fees & Adjustments-Fees & Adjustments
11/16/2024,FOREIGN TRANSACTION FEE,1.58,"VESPER
$58.58
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820243210676911218',Fees & Adjustments-Fees & Adjustments
11/16/2024,FOUR SEASONS HOTEL BBANGKOK             TH,54.52,"AAEB7gDCZzi LODGING
FOUR SEASONS HOTEL BAN
BANGKOK
TH
LODGINGForeign Spend Amount: 1894.97 THAILAND BAHT Commission Amount:  Currency Exchange Rate: null",FOUR SEASONS HOTEL BBANGKOK             TH,"300/1 CHAROENKRUNG RD.
YANNAWA SATHORN
BANGKOK
BANGKOK",,10120,THAILAND,'320243210677199424',Travel-Lodging
11/16/2024,GRAB                BANGKOK             TH,5.38,"ea298a57d8c TAXICAB & LIMOUSINE
GRAB
BANGKOK
TH
TAXICAB & LIMOUSINEForeign Spend Amount: 187.00 THAILAND BAHT Commission Amount:  Currency Exchange Rate: null",GRAB                BANGKOK             TH,"SUBMISSION THB
THAILAND",,00000,SINGAPORE,'320243210677138016',Transportation-Taxis & Coach
11/16/2024,GRAB                BANGKOK             TH,6.99,"44ae0597ae6 TAXICAB & LIMOUSINE
GRAB
BANGKOK
TH
TAXICAB & LIMOUSINEForeign Spend Amount: 243.00 THAILAND BAHT Commission Amount:  Currency Exchange Rate: null",GRAB                BANGKOK             TH,"SUBMISSION THB
THAILAND",,00000,SINGAPORE,'320243210684305148',Transportation-Taxis & Coach
