Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
08/30/2024,FOREIGN TRANSACTION FEE,0.32,"DALMAIKSYUPEO
$12.04
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242440652775971',Fees & Adjustments-Fees & Adjustments
08/30/2024,FOREIGN TRANSACTION FEE,0.33,"KOLLI(COLEY)
$12.40
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242440652112908',Fees & Adjustments-Fees & Adjustments
08/30/2024,FOREIGN TRANSACTION FEE,0.44,"DEOBOOSSEU GYEONGLIDANJEOM
$16.41
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242440652776421',Fees & Adjustments-Fees & Adjustments
08/30/2024,FOREIGN TRANSACTION FEE,0.66,"kakaomobility
$24.51
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242460715076126',Fees & Adjustments-Fees & Adjustments
08/30/2024,FOREIGN TRANSACTION FEE,0.68,"PANTELA(pantera)
$25.53
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242440652055378',Fees & Adjustments-Fees & Adjustments
08/30/2024,FOREIGN TRANSACTION FEE,1.45,"JOOSIKHOISA SAUKSEUSAIDEU
$53.98
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242440652799114',Fees & Adjustments-Fees & Adjustments
08/30/2024,GS25SAMSEONGHANULJEOSEOUL,1.60,"MISC FOOD STORE
GS25SAMSEONGHANULJEOM
SEOUL
MISC FOOD STOREForeign Spend Amount: 2200.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",GS25SAMSEONGHANULJEOSEOUL,"SEOULGANGNAM-GU
""SAMSEONGLO119GIL 37, (SAMSEONGDONG)""
SEOUL",,06094,"KOREA, REPUBLIC OF",'320242440652056011',Merchandise & Supplies-Groceries
08/30/2024,GS25SAMSEONGHANULJEOSEOUL,8.39,"MISC FOOD STORE
GS25SAMSEONGHANULJEOM
SEOUL
MISC FOOD STOREForeign Spend Amount: 11500.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",GS25SAMSEONGHANULJEOSEOUL,"SEOULGANGNAM-GU
""SAMSEONGLO119GIL 37, (SAMSEONGDONG)""
SEOUL",,06094,"KOREA, REPUBLIC OF",'320242440652055991',Merchandise & Supplies-Groceries
08/30/2024,JIESEU25YOINGSANGYEOSEOUL,1.46,"MISC FOOD STORE
JIESEU25YOINGSANGYEONGLIDANJEOM
SEOUL
MISC FOOD STOREForeign Spend Amount: 2000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",JIESEU25YOINGSANGYEOSEOUL,"SEOULYONGSAN-GU
""NOKSAPYEONGDAILO 234, 101HO (ITAEUEOND""
SEOUL",,04343,"KOREA, REPUBLIC OF",'320242440652076834',Merchandise & Supplies-Groceries
08/30/2024,JOOSIKHOISA SAUKSEUSSEOUL,53.98,"RESTAURANT
JOOSIKHOISA SAUKSEUSAIDEU
SEOUL
RESTAURANTForeign Spend Amount: 74000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",JOOSIKHOISA SAUKSEUSSEOUL,"SEOULYONGSAN-GU
""NOKSAPYEONGDAILO 218, 4CHEUNG (ITAEUEO""
SEOUL",,04345,"KOREA, REPUBLIC OF",'320242440652799114',Restaurant-Restaurant
08/30/2024,KOLLI(COLEY)        SEOUL,12.40,"RESTAURANT
KOLLI(COLEY)
SEOUL
RESTAURANTForeign Spend Amount: 17000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",KOLLI(COLEY)        SEOUL,"SEOULYONGSAN-GU
""NOKSAPYEONGDAILO 214, 1CHEUNG UKCHEUK""
SEOUL",,04345,"KOREA, REPUBLIC OF",'320242440652112908',Restaurant-Restaurant
08/30/2024,PANTELA(pantera)    SEOUL,25.53,"RESTAURANT
PANTELA(pantera)
SEOUL
RESTAURANTForeign Spend Amount: 35000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",PANTELA(pantera)    SEOUL,"SEOULSONGPA-GU
""OLLIMPIKLO10GIL 34, JISANG 1CHEUNG (JA""
SEOUL",,05562,"KOREA, REPUBLIC OF",'320242440652055378',Restaurant-Restaurant
08/30/2024,kakaomobility       SEOUL,2.19,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 3000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242460716862864',Merchandise & Supplies-General Retail
08/30/2024,kakaomobility       SEOUL,9.12,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 12500.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242460716862861',Merchandise & Supplies-General Retail
08/30/2024,kakaomobility       SEOUL,24.51,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 33600.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242460715076126',Merchandise & Supplies-General Retail
08/29/2024,FOREIGN TRANSACTION FEE,0.07,"kakaomobility
$2.92
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242430641784907',Fees & Adjustments-Fees & Adjustments
08/29/2024,FOREIGN TRANSACTION FEE,0.16,"kakaomobility
$6.20
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242430641784602',Fees & Adjustments-Fees & Adjustments
08/29/2024,FOREIGN TRANSACTION FEE,0.21,"kakaomobility
$7.95
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242430641688909',Fees & Adjustments-Fees & Adjustments
08/29/2024,FOREIGN TRANSACTION FEE,1.26,"Hotel Lotte Signiel Seoul
$46.68
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242440652053412',Fees & Adjustments-Fees & Adjustments
08/29/2024,FOREIGN TRANSACTION FEE,3.30,"Hotel Lotte Signiel Seoul
$122.54
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242440652051815',Fees & Adjustments-Fees & Adjustments
08/29/2024,Hotel Lotte Signiel SEOUL,46.68,"LODGING
Hotel Lotte Signiel Seoul
SEOUL
LODGINGForeign Spend Amount: 64000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",Hotel Lotte Signiel SEOUL,"SEOULSONGPA-GU
""OLLIMPIKLO 300, (SINCHEONDONG)""
SEOUL",,05551,"KOREA, REPUBLIC OF",'320242440652053412',Travel-Lodging
08/29/2024,Hotel Lotte Signiel SEOUL,122.54,"LODGING
Hotel Lotte Signiel Seoul
SEOUL
LODGINGForeign Spend Amount: 168000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",Hotel Lotte Signiel SEOUL,"SEOULSONGPA-GU
""OLLIMPIKLO 300, (SINCHEONDONG)""
SEOUL",,05551,"KOREA, REPUBLIC OF",'320242440652051815',Travel-Lodging
08/29/2024,kakaomobility       SEOUL,2.92,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 4000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242430641784907',Merchandise & Supplies-General Retail
08/29/2024,kakaomobility       SEOUL,6.20,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 8500.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242430641784602',Merchandise & Supplies-General Retail
08/29/2024,kakaomobility       SEOUL,7.95,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 10900.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242430641688909',Merchandise & Supplies-General Retail
08/28/2024,FOREIGN TRANSACTION FEE,0.25,"kakaomobility
$9.56
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242420613390123',Fees & Adjustments-Fees & Adjustments
08/28/2024,FOREIGN TRANSACTION FEE,2.50,"PAINAENKO
$92.63
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242420598915400',Fees & Adjustments-Fees & Adjustments
08/28/2024,FOREIGN TRANSACTION FEE,4.33,"JUSIKHOESA AEBAENPEULROU
$160.47
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242420598918715',Fees & Adjustments-Fees & Adjustments
08/28/2024,JUSIKHOESA AEBAENPEUSEOUL,160.47,"RESTAURANT
JUSIKHOESA AEBAENPEULROU
SEOUL
RESTAURANTForeign Spend Amount: 220000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",JUSIKHOESA AEBAENPEUSEOUL,"SEOULGANGNAM-GU
""ABGOOJEONGLO46GIL 30, JIHA1CHEUNG (SIN""
SEOUL",,06017,"KOREA, REPUBLIC OF",'320242420598918715',Restaurant-Restaurant
08/28/2024,PAINAENKO           SEOUL,92.63,"RESTAURANT
PAINAENKO
SEOUL
RESTAURANTForeign Spend Amount: 127000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",PAINAENKO           SEOUL,"SEOULGANGNAM-GU
""SEONLEUNGLO157GIL 33, JIHA1CHEUNG (SIN""
SEOUL",,06018,"KOREA, REPUBLIC OF",'320242420598915400',Restaurant-Restaurant
08/28/2024,kakaomobility       SEOUL,9.56,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 13100.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242420613390123',Merchandise & Supplies-General Retail
08/27/2024,FOREIGN TRANSACTION FEE,0.09,"kakaomobility
$3.65
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242410588140473',Fees & Adjustments-Fees & Adjustments
08/27/2024,FOREIGN TRANSACTION FEE,0.21,"kakaomobility
$7.80
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242410586818432',Fees & Adjustments-Fees & Adjustments
08/27/2024,FOREIGN TRANSACTION FEE,0.26,"kakaomobility
$9.63
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242410586672894',Fees & Adjustments-Fees & Adjustments
08/27/2024,FOREIGN TRANSACTION FEE,1.96,"KRP*Eximbay
$72.94
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242410586507327',Fees & Adjustments-Fees & Adjustments
08/27/2024,FOREIGN TRANSACTION FEE,5.57,"TISIKSEU
$206.42
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242410573233835',Fees & Adjustments-Fees & Adjustments
08/27/2024,KRP*Eximbay         SEOUL,72.94,"COMPUTER NETWORK/INFO
KRP*Eximbay
SEOUL
COMPUTER NETWORK/INFOForeign Spend Amount: 100000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",KRP*Eximbay         SEOUL,"16 DIJITEOLRO32GAGIL GUROGU SEOUL
""(GURODONG,PATEUNEOSHUTAUEO2CHA)""
SEOUL TEUGBYEOLSI",,08393,"KOREA, REPUBLIC OF",'320242410586507327',Communications-Cable & Internet Comm
08/27/2024,TISIKSEU            SEOUL,206.42,"RESTAURANT
TISIKSEU
SEOUL
RESTAURANTForeign Spend Amount: 283000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",TISIKSEU            SEOUL,"SEOULGANGNAM-GU
""ABGOOJEONGLO60GIL 26, 6CHEUNG (CHEONGD""
SEOUL",,06014,"KOREA, REPUBLIC OF",'320242410573233835',Restaurant-Restaurant
08/27/2024,kakaomobility       SEOUL,3.65,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 5000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242410588140473',Merchandise & Supplies-General Retail
08/27/2024,kakaomobility       SEOUL,7.80,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 10700.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242410586818432',Merchandise & Supplies-General Retail
08/27/2024,kakaomobility       SEOUL,9.63,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 13200.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242410586672894',Merchandise & Supplies-General Retail
08/25/2024,FOREIGN TRANSACTION FEE,1.02,"Queen's Park
$37.93
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242390521925483',Fees & Adjustments-Fees & Adjustments
08/25/2024,FOREIGN TRANSACTION FEE,1.35,"JUSIKHOESA TAEDONGPUDEU
$50.33
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242390523581427',Fees & Adjustments-Fees & Adjustments
08/25/2024,JUSIKHOESA TAEDONGPUSEOUL,50.33,"RESTAURANT
JUSIKHOESA TAEDONGPUDEU
SEOUL
RESTAURANTForeign Spend Amount: 69000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",JUSIKHOESA TAEDONGPUSEOUL,"SEOULGANGNAM-GU
""SEONLEUNGLO157GIL 14, JISANG 1CHEUNG 1""
SEOUL",,06018,"KOREA, REPUBLIC OF",'320242390523581427',Restaurant-Restaurant
08/25/2024,Queen's Park        SEOUL,37.93,"RESTAURANT
Queen's Park
SEOUL
RESTAURANTForeign Spend Amount: 52000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",Queen's Park        SEOUL,"SEOULGANGNAM-GU
""ABGOOJEONGLO60GIL  22,(CHEONGDAMDONG)""
SEOUL",,06014,"KOREA, REPUBLIC OF",'320242390521925483',Restaurant-Restaurant
08/24/2024,DEPTH JUSIKHOESA    SEOUL,13.86,"RESTAURANT
DEPTH JUSIKHOESA
SEOUL
RESTAURANTForeign Spend Amount: 19000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",DEPTH JUSIKHOESA    SEOUL,"SEOULGANGNAM-GU
""DOSANDAILO49GIL 6-5, JISANG1CHEUNG (SI""
SEOUL",,06019,"KOREA, REPUBLIC OF",'320242380496593090',Restaurant-Restaurant
08/24/2024,FOREIGN TRANSACTION FEE,0.06,"JIESEU25 NYUANNYEONGINSADONGJEOM
$2.37
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242380496563085',Fees & Adjustments-Fees & Adjustments
08/24/2024,FOREIGN TRANSACTION FEE,0.35,"IGOOPEOB 4HOJEOM(29PUB)
$13.06
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242380496505601',Fees & Adjustments-Fees & Adjustments
08/24/2024,FOREIGN TRANSACTION FEE,0.37,"DEPTH JUSIKHOESA
$13.86
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242380496593090',Fees & Adjustments-Fees & Adjustments
08/24/2024,FOREIGN TRANSACTION FEE,0.66,"kakaomobility
$24.58
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242390535554788',Fees & Adjustments-Fees & Adjustments
