Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
08/10/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,7.48,"1KN0HNNE    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 242.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242240146050723',Transportation-Taxis & Coach
08/10/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,12.77,"C5F4VQHW    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 413.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242230114317723',Transportation-Taxis & Coach
08/10/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,13.66,"HWGA7NE0    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 442.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242230107519228',Transportation-Taxis & Coach
08/09/2024,AplPay UBER EATS    HTTPS://HELP.UBER.COTW,45.42,"FVKW64SN    8005928996
AplPay UBER EATS
HTTPS://HELP.UBER.COM
TW
8005928996Foreign Spend Amount: 1471.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER EATS    HTTPS://HELP.UBER.COTW,"BURGERWEESHUISPAD 301
""AMSTERDAM, THE NETHERLANDS""",,1076 HR,NETHERLANDS,'320242220084328931',Restaurant-Restaurant
08/09/2024,AplPay UBER EATS    HTTPS://HELP.UBER.COTW,50.86,"QZ2W128J    8005928996
AplPay UBER EATS
HTTPS://HELP.UBER.COM
TW
8005928996Foreign Spend Amount: 1647.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER EATS    HTTPS://HELP.UBER.COTW,"BURGERWEESHUISPAD 301
""AMSTERDAM, THE NETHERLANDS""",,1076 HR,NETHERLANDS,'320242220083917489',Restaurant-Restaurant
08/09/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,6.05,"JP0FDVB7    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 196.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242220083268731',Transportation-Taxis & Coach
08/09/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,12.07,"R6EN259K    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 391.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242220079554379',Transportation-Taxis & Coach
08/08/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,3.30,"M95BNDYP    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 107.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242220092407537',Transportation-Taxis & Coach
08/08/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,8.57,"EN2E2WYM    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 279.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242210059337198',Transportation-Taxis & Coach
08/08/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,9.95,"CTBQG9B6    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 324.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242210070948663',Transportation-Taxis & Coach
08/07/2024,AplPay UBER EATS    HTTPS://HELP.UBER.COTW,8.42,"J4W92CS2    8005928996
AplPay UBER EATS
HTTPS://HELP.UBER.COM
TW
8005928996Foreign Spend Amount: 275.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER EATS    HTTPS://HELP.UBER.COTW,"BURGERWEESHUISPAD 301
""AMSTERDAM, THE NETHERLANDS""",,1076 HR,NETHERLANDS,'320242200032275071',Restaurant-Restaurant
08/07/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,3.22,"61BNCP18    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 105.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242200028503737',Transportation-Taxis & Coach
08/07/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,3.25,"4P6JEH2Z    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 106.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242200028918325',Transportation-Taxis & Coach
08/07/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,6.65,"4FMH5QDG    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 217.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242200032402929',Transportation-Taxis & Coach
08/07/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,11.49,"1SVA897D    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 375.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242200032559638',Transportation-Taxis & Coach
08/07/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,14.24,"N1KWG2AG    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 465.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242200028432904',Transportation-Taxis & Coach
08/07/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,19.48,"4MMRTH7V    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 636.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242200032354270',Transportation-Taxis & Coach
08/07/2024,Interest Charge on Pay Over Time Purchases,6.76,Interest Charge on Pay Over Time Purchases,Interest Charge on Pay Over Time Purchases,,,,,'140808050000210055',Fees & Adjustments-Fees & Adjustments
08/06/2024,AplPay Breeze CenterTAIPEI CITY,11.92,"DEPARTMENT STORE
AplPay Breeze Center - Sung Kao
TAIPEI CITY
DEPARTMENT STOREForeign Spend Amount: 388.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay Breeze CenterTAIPEI CITY,"""B5-4F,NO.16,SUNG GAU RD,""
TAIPEI
TAIPEI CITY",,110,TAIWAN,'320242200048109989',Merchandise & Supplies-Department Stores
08/06/2024,AplPay FENG DU JUAN TAIPEI CITY,1577.27,"RESTAURANT
AplPay FENG DU JUAN YA
TAIPEI CITY
RESTAURANTForeign Spend Amount: 51326.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay FENG DU JUAN TAIPEI CITY,"""NO.335,SEC.2,BA DE RD,""
TAIPEI
TAIPEI CITY",,104,TAIWAN,'320242200048185338',Restaurant-Restaurant
08/06/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,6.55,"8AP6S137    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 213.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242190006662411',Transportation-Taxis & Coach
08/05/2024,AplPay Apple Asia LLTAIPEI CITY,30.42,"ELECTRONICS STORE
AplPay Apple Asia LLC, Taiwan Br
TAIPEI CITY
ELECTRONICS STOREForeign Spend Amount: 990.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay Apple Asia LLTAIPEI CITY,"""NO.13,SUNG SHOU RD.,""
TAIPEI
TAIPEI CITY",,110,TAIWAN,'320242200048235656',Merchandise & Supplies-Electronics Stores
08/05/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,2.45,"5KE7B6J3    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 80.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242180979460280',Transportation-Taxis & Coach
08/05/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,6.10,"2CF7AG70    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 199.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242180982911863',Transportation-Taxis & Coach
08/05/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,9.48,"JDC8T6GF    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 309.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242180978872054',Transportation-Taxis & Coach
08/04/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,3.13,"CG0MFDX8    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 102.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242170958483477',Transportation-Taxis & Coach
08/04/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,3.90,"506KCP5Z    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 127.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242170954177469',Transportation-Taxis & Coach
08/04/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,4.05,"BGSW689A    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 132.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242170957624326',Transportation-Taxis & Coach
08/03/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,3.99,"6BFV2Y3K    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 130.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242160932951204',Transportation-Taxis & Coach
08/03/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,8.62,"GJXM245M    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 281.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242160931279676',Transportation-Taxis & Coach
08/02/2024,AplPay AIRALO       SINGAPORE           SG,19.65,"NT_QALGW3W6 +6583029360
AplPay AIRALO
SINGAPORE
SG
+6583029360",AplPay AIRALO       SINGAPORE           SG,"79 ANSON ROAD
SINGAPORE",,079906,SINGAPORE,'320242150921301854',Business Services-Internet Services
08/02/2024,AplPay Taipei 101  1TAIPEI CITY,14.39,"DEPARTMENT STORE
AplPay Taipei 101  13178
TAIPEI CITY
DEPARTMENT STOREForeign Spend Amount: 470.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay Taipei 101  1TAIPEI CITY,"""B1 TO 5F,NO.45,SHR FU RD.,""
TAIPEI
TAIPEI CITY",,110,TAIWAN,'320242160951082984',Merchandise & Supplies-Department Stores
08/02/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,8.02,"NH638TR8    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 262.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242150898304705',Transportation-Taxis & Coach
08/02/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,8.75,"NH8ESWJE    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 286.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242150898338972',Transportation-Taxis & Coach
08/02/2024,AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,12.55,"FCYFN3KG    HELP.UBER.COM
AplPay UBER TRIP
HTTPS://HELP.UBER.COM
TW
HELP.UBER.COMForeign Spend Amount: 410.00 NEW TAIWAN DOLLAR Commission Amount:  Currency Exchange Rate: null",AplPay UBER TRIP    HTTPS://HELP.UBER.COTW,"MR. TREUBLAAN 7
""AMSTERDAM, THE NETHERLANDS""",,1097 DP,NETHERLANDS,'320242150915613678',Transportation-Taxis & Coach
08/01/2024,AUTOPAY PAYMENT - THANK YOU,-40.00,AUTOPAY PAYMENT - THANK YOU,AUTOPAY PAYMENT - THANK YOU,,,,,'320242140865610249',
08/01/2024,MOBILE PAYMENT - THANK YOU,-40.00,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320242140864655058',
