Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
09/21/2024,GRAB*A-6U4IJMXGWGR2 SINGAPORE           SG,0.01,"70883722d29 TAXICAB & LIMOUSINE
GRAB*A-6U4IJMXGWGR2
SINGAPORE
SG
TAXICAB & LIMOUSINEForeign Spend Amount: 0.01 SINGAPORE DOLLAR Commission Amount:  Currency Exchange Rate: null",GRAB*A-6U4IJMXGWGR2 SINGAPORE           SG,"SUBMISSION SGD
1 WALLICH STREET #35-01
GUOCO TOWER
SINGAPORE",,078881,SINGAPORE,'320242650206815371',Transportation-Taxis & Coach
09/21/2024,GRAB*A-6U4IJMXGWGR2 SINGAPORE           SG,15.58,"5322d5fb899 TAXICAB & LIMOUSINE
GRAB*A-6U4IJMXGWGR2
SINGAPORE
SG
TAXICAB & LIMOUSINEForeign Spend Amount: 20.08 SINGAPORE DOLLAR Commission Amount:  Currency Exchange Rate: null",GRAB*A-6U4IJMXGWGR2 SINGAPORE           SG,"1 WALLICH STREET #35-01
GUOCO TOWER
SINGAPORE",,078881,SINGAPORE,'320242650206797627',Transportation-Taxis & Coach
09/21/2024,PAN PACIFIC SINGAPORSINGAPORE           SG,9.31,"000912      RESTAURANT
PAN PACIFIC SINGAPORE-FRONT OFFICE
SINGAPORE
SG
RESTAURANTForeign Spend Amount: 12.00 SINGAPORE DOLLAR Commission Amount:  Currency Exchange Rate: null",PAN PACIFIC SINGAPORSINGAPORE           SG,"PACIFIC EMPORIUM 3
7 RAFFLES BOULEVARD
MARINA SQUARE
SINGAPORE",,039595,SINGAPORE,'320242650199486257',Restaurant-Restaurant
09/20/2024,FOREIGN TRANSACTION FEE,0.11,"GRAB*A-6UWJRIXGWGAP
$4.31
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242640176365338',Fees & Adjustments-Fees & Adjustments
09/20/2024,FOREIGN TRANSACTION FEE,0.41,"GRAB*A-6UWJRIXGWGAP
$15.41
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242640176350316',Fees & Adjustments-Fees & Adjustments
09/20/2024,GRAB*A-6UWJRIXGWGAP SINGAPORE           SG,4.31,"04856814df0 TAXICAB & LIMOUSINE
GRAB*A-6UWJRIXGWGAP
SINGAPORE
SG
TAXICAB & LIMOUSINEForeign Spend Amount: 5.56 SINGAPORE DOLLAR Commission Amount:  Currency Exchange Rate: null",GRAB*A-6UWJRIXGWGAP SINGAPORE           SG,"1 WALLICH STREET #35-01
GUOCO TOWER
SINGAPORE",,078881,SINGAPORE,'320242640176365338',Transportation-Taxis & Coach
09/20/2024,GRAB*A-6UWJRIXGWGAP SINGAPORE           SG,15.41,"e67c2c82e1a TAXICAB & LIMOUSINE
GRAB*A-6UWJRIXGWGAP
SINGAPORE
SG
TAXICAB & LIMOUSINEForeign Spend Amount: 19.88 SINGAPORE DOLLAR Commission Amount:  Currency Exchange Rate: null",GRAB*A-6UWJRIXGWGAP SINGAPORE           SG,"SUBMISSION SGD
1 WALLICH STREET #35-01
GUOCO TOWER
SINGAPORE",,078881,SINGAPORE,'320242640176350316',Transportation-Taxis & Coach
09/19/2024,FOREIGN TRANSACTION FEE,0.10,"GRAB*A-6TTMT54WWJKL
$3.99
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242630146776992',Fees & Adjustments-Fees & Adjustments
09/19/2024,FOREIGN TRANSACTION FEE,0.64,"GRAB*A-6TTMT54WWJKL
$23.83
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242630146740119',Fees & Adjustments-Fees & Adjustments
09/19/2024,GRAB*A-6TTMT54WWJKL SINGAPORE           SG,3.99,"3c7061b4db8 TAXICAB & LIMOUSINE
GRAB*A-6TTMT54WWJKL
SINGAPORE
SG
TAXICAB & LIMOUSINEForeign Spend Amount: 5.15 SINGAPORE DOLLAR Commission Amount:  Currency Exchange Rate: null",GRAB*A-6TTMT54WWJKL SINGAPORE           SG,"SUBMISSION SGD
1 WALLICH STREET #35-01
GUOCO TOWER
SINGAPORE",,078881,SINGAPORE,'320242630146776992',Transportation-Taxis & Coach
09/19/2024,GRAB*A-6TTMT54WWJKL SINGAPORE           SG,23.83,"ed69176e6e0 TAXICAB & LIMOUSINE
GRAB*A-6TTMT54WWJKL
SINGAPORE
SG
TAXICAB & LIMOUSINEForeign Spend Amount: 30.80 SINGAPORE DOLLAR Commission Amount:  Currency Exchange Rate: null",GRAB*A-6TTMT54WWJKL SINGAPORE           SG,"1 WALLICH STREET #35-01
GUOCO TOWER
SINGAPORE",,078881,SINGAPORE,'320242630146740119',Transportation-Taxis & Coach
09/16/2024,FOREIGN TRANSACTION FEE,0.07,"JOE & DOUGH FRASER STREET
$2.70
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242600076582409',Fees & Adjustments-Fees & Adjustments
09/16/2024,FOREIGN TRANSACTION FEE,0.10,"JOE & DOUGH FRASER STREET
$3.85
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242600076582230',Fees & Adjustments-Fees & Adjustments
09/16/2024,FOREIGN TRANSACTION FEE,0.15,"JOE & DOUGH FRASER STREET
$5.78
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242600076582123',Fees & Adjustments-Fees & Adjustments
09/16/2024,FOREIGN TRANSACTION FEE,0.27,"THIRTY8 CONCEPTS PTE LTD-11192176200 1
$10.02
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242600073221749',Fees & Adjustments-Fees & Adjustments
09/16/2024,JOE & DOUGH FRASER SSINGAPORE           SG,2.70,"010852      RESTAURANT
JOE & DOUGH FRASER STREET
SINGAPORE
SG
RESTAURANTForeign Spend Amount: 3.50 SINGAPORE DOLLAR Commission Amount:  Currency Exchange Rate: null",JOE & DOUGH FRASER SSINGAPORE           SG,"7 FRASER STREET
#01-34/35
SINGAPORE",,189356,SINGAPORE,'320242600076582409',Restaurant-Bar & Café
09/16/2024,JOE & DOUGH FRASER SSINGAPORE           SG,3.85,"010840      RESTAURANT
JOE & DOUGH FRASER STREET
SINGAPORE
SG
RESTAURANTForeign Spend Amount: 5.00 SINGAPORE DOLLAR Commission Amount:  Currency Exchange Rate: null",JOE & DOUGH FRASER SSINGAPORE           SG,"7 FRASER STREET
#01-34/35
SINGAPORE",,189356,SINGAPORE,'320242600076582230',Restaurant-Bar & Café
09/16/2024,JOE & DOUGH FRASER SSINGAPORE           SG,5.78,"010825      RESTAURANT
JOE & DOUGH FRASER STREET
SINGAPORE
SG
RESTAURANTForeign Spend Amount: 7.50 SINGAPORE DOLLAR Commission Amount:  Currency Exchange Rate: null",JOE & DOUGH FRASER SSINGAPORE           SG,"7 FRASER STREET
#01-34/35
SINGAPORE",,189356,SINGAPORE,'320242600076582123',Restaurant-Bar & Café
09/16/2024,THIRTY8 CONCEPTS PTESINGAPORE           SG,10.02,"2787177195  90029489
THIRTY8 CONCEPTS PTE LTD-11192176200 1
SINGAPORE
SG
90029489Foreign Spend Amount: 13.00 SINGAPORE DOLLAR Commission Amount:  Currency Exchange Rate: null",THIRTY8 CONCEPTS PTESINGAPORE           SG,"7 FRASER STREET
#01-28 DUO GALLERIA
SINGAPORE",,189356,SINGAPORE,'320242600073221749',Restaurant-Restaurant
09/13/2024,FOREIGN TRANSACTION FEE,0.09,"kakaomobility
$3.36
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242630157894350',Fees & Adjustments-Fees & Adjustments
09/13/2024,FOREIGN TRANSACTION FEE,0.12,"GWAKSEONSAENGWANGMANDU
$4.49
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242580016106165',Fees & Adjustments-Fees & Adjustments
09/13/2024,FOREIGN TRANSACTION FEE,0.35,"kakaomobility
$13.31
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242630157894351',Fees & Adjustments-Fees & Adjustments
09/13/2024,FOREIGN TRANSACTION FEE,1.17,"NAMYEONGTALG
$43.36
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242580016105721',Fees & Adjustments-Fees & Adjustments
09/13/2024,GWAKSEONSAENGWANGMANSEOUL,4.49,"RESTAURANT
GWAKSEONSAENGWANGMANDU
SEOUL
RESTAURANTForeign Spend Amount: 6000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",GWAKSEONSAENGWANGMANSEOUL,"SEOULYONGSAN-GU
""HANGANGDAILO77GIL 6, 1CHEUNG (GALUEOLD""
SEOUL",,04321,"KOREA, REPUBLIC OF",'320242580016106165',Restaurant-Restaurant
09/13/2024,NAMYEONGTALG        SEOUL,43.36,"RESTAURANT
NAMYEONGTALG
SEOUL
RESTAURANTForeign Spend Amount: 58000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",NAMYEONGTALG        SEOUL,"SEOULYONGSAN-GU
""HANGANGDAILO80GIL 12, 1CHEUNG (NAMYEON""
SEOUL",,04352,"KOREA, REPUBLIC OF",'320242580016105721',Restaurant-Restaurant
09/13/2024,kakaomobility       SEOUL,3.36,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 4500.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242630157894350',Merchandise & Supplies-General Retail
09/13/2024,kakaomobility       SEOUL,13.31,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 17800.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242630157894351',Merchandise & Supplies-General Retail
09/12/2024,DEPTH JUSIKHOESA    SEOUL,29.91,"RESTAURANT
DEPTH JUSIKHOESA
SEOUL
RESTAURANTForeign Spend Amount: 40000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",DEPTH JUSIKHOESA    SEOUL,"SEOULGANGNAM-GU
""DOSANDAILO49GIL 6-5, JISANG1CHEUNG (SI""
SEOUL",,06019,"KOREA, REPUBLIC OF",'320242570988377939',Restaurant-Restaurant
09/12/2024,FOREIGN TRANSACTION FEE,0.80,"DEPTH JUSIKHOESA
$29.91
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242570988377939',Fees & Adjustments-Fees & Adjustments
09/11/2024,FOREIGN TRANSACTION FEE,5.36,"YEONGCHEONYEONGHOASIKYUKSIKDAN
$198.88
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242560983344641',Fees & Adjustments-Fees & Adjustments
09/11/2024,YEONGCHEONYEONGHOASISEOUL,198.88,"RESTAURANT
YEONGCHEONYEONGHOASIKYUKSIKDAN
SEOUL
RESTAURANTForeign Spend Amount: 266000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",YEONGCHEONYEONGHOASISEOUL,"SEOULGANGNAM-GU
""DOSANDAILO90GIL  3,  1CHEUNG    2CHEUN""
SEOUL",,06070,"KOREA, REPUBLIC OF",'320242560983344641',Restaurant-Restaurant
09/09/2024,AGODA.COM VILLAGE HOLONDON              GB,1529.89,"######6wHMv TRAVEL AGENCY
AGODA.COM VILLAGE HO
LONDON
GB
TRAVEL AGENCY",AGODA.COM VILLAGE HOLONDON              GB,SUBMISSIONS USD,"UK
000",A0000,UNITED STATES,'320242560962790141',Travel-Travel Agencies
09/08/2024,FOREIGN TRANSACTION FEE,0.11,"JIESEU25(GS25)NONHYEONYEONGDONGSIJANGJ
$4.19
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242530884803053',Fees & Adjustments-Fees & Adjustments
09/08/2024,FOREIGN TRANSACTION FEE,0.53,"kakaomobility
$19.66
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242530899241778',Fees & Adjustments-Fees & Adjustments
09/08/2024,FOREIGN TRANSACTION FEE,9.52,"SOKO(SOKO)
$352.90
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242530886741781',Fees & Adjustments-Fees & Adjustments
09/08/2024,JIESEU25(GS25)NONHYESEOUL,4.19,"MISC FOOD STORE
JIESEU25(GS25)NONHYEONYEONGDONGSIJANGJ
SEOUL
MISC FOOD STOREForeign Spend Amount: 5600.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",JIESEU25(GS25)NONHYESEOUL,"SEOULGANGNAM-GU
""GANGNAMDAILO122GIL 20, 101HO (NONHYEON""
SEOUL",,06119,"KOREA, REPUBLIC OF",'320242530884803053',Merchandise & Supplies-Groceries
09/08/2024,SOKO(SOKO)          SEOUL,352.90,"RESTAURANT
SOKO(SOKO)
SEOUL
RESTAURANTForeign Spend Amount: 472000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",SOKO(SOKO)          SEOUL,"SEOULYONGSAN-GU
""HANNAMDAILO20GIL 47, (HANNAMDONG) JIHA""
SEOUL",,04419,"KOREA, REPUBLIC OF",'320242530886741781',Restaurant-Restaurant
09/08/2024,kakaomobility       SEOUL,19.66,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 26300.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242530899241778',Merchandise & Supplies-General Retail
09/07/2024,12CHEEO(12chair)    SEOUL,146.54,"RESTAURANT
12CHEEO(12chair)
SEOUL
RESTAURANTForeign Spend Amount: 196000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",12CHEEO(12chair)    SEOUL,"SEOULYONGSAN-GU
""BOGOANGLO59GIL  36,JIHA1CHEUNG  (ITAEU""
SEOUL",,04391,"KOREA, REPUBLIC OF",'320242520859306934',Restaurant-Restaurant
09/07/2024,"BCLD Co., Ltd.      SEOUL",25.42,"RESTAURANT
BCLD Co., Ltd.
SEOUL
RESTAURANTForeign Spend Amount: 34000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null","BCLD Co., Ltd.      SEOUL","SEOULYONGSAN-GU
""BOGOANGLO59GIL 17,  (ITAEUEONDONG)""
SEOUL",,04391,"KOREA, REPUBLIC OF",'320242520860074950',Restaurant-Restaurant
09/07/2024,FOREIGN TRANSACTION FEE,0.28,"kakaomobility
$10.39
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242530899214472',Fees & Adjustments-Fees & Adjustments
09/07/2024,FOREIGN TRANSACTION FEE,0.68,"BCLD Co., Ltd.
$25.42
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242520860074950',Fees & Adjustments-Fees & Adjustments
09/07/2024,FOREIGN TRANSACTION FEE,0.86,"RETEO(LETTER)
$32.15
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242520859273532',Fees & Adjustments-Fees & Adjustments
09/07/2024,FOREIGN TRANSACTION FEE,1.21,"JOOSIKHOISA PIIEL
$44.86
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242520859229421',Fees & Adjustments-Fees & Adjustments
09/07/2024,FOREIGN TRANSACTION FEE,3.95,"12CHEEO(12chair)
$146.54
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242520859306934',Fees & Adjustments-Fees & Adjustments
09/07/2024,FOREIGN TRANSACTION FEE,4.94,"YEONGCHEONYEONGHOASIKYUKSIKDAN
$183.18
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242520860013847',Fees & Adjustments-Fees & Adjustments
09/07/2024,JOOSIKHOISA PIIEL   SEOUL,44.86,"RESTAURANT
JOOSIKHOISA PIIEL
SEOUL
RESTAURANTForeign Spend Amount: 60000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",JOOSIKHOISA PIIEL   SEOUL,"SEOULGANGNAM-GU
""SEONLEUNGLO152GIL 7,  JIHA1CHEUNG (CHE""
SEOUL",,06014,"KOREA, REPUBLIC OF",'320242520859229421',Restaurant-Restaurant
09/07/2024,RETEO(LETTER)       SEOUL,32.15,"RESTAURANT
RETEO(LETTER)
SEOUL
RESTAURANTForeign Spend Amount: 43000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",RETEO(LETTER)       SEOUL,"SEOULYONGSAN-GU
""SINHEUNGLO5GIL 11, 1CHEUNG (YOINGSANDO""
SEOUL",,04338,"KOREA, REPUBLIC OF",'320242520859273532',Restaurant-Restaurant
09/07/2024,YEONGCHEONYEONGHOASISEOUL,183.18,"RESTAURANT
YEONGCHEONYEONGHOASIKYUKSIKDAN
SEOUL
RESTAURANTForeign Spend Amount: 245000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",YEONGCHEONYEONGHOASISEOUL,"SEOULGANGNAM-GU
""DOSANDAILO90GIL  3,  1CHEUNG    2CHEUN""
SEOUL",,06070,"KOREA, REPUBLIC OF",'320242520860013847',Restaurant-Restaurant
09/07/2024,kakaomobility       SEOUL,10.39,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 13900.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242530899214472',Merchandise & Supplies-General Retail
09/06/2024,FOREIGN TRANSACTION FEE,0.34,"kakaomobility
$12.93
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242530899155717',Fees & Adjustments-Fees & Adjustments
09/06/2024,Interest Charge on Purchases,130.20,Interest Charge on Purchases,Interest Charge on Purchases,,,,,'140907100000169718',Fees & Adjustments-Fees & Adjustments
09/06/2024,kakaomobility       SEOUL,12.93,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 17300.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242530899155717',Merchandise & Supplies-General Retail
09/05/2024,DEPTH JUSIKHOESA    SEOUL,50.84,"RESTAURANT
DEPTH JUSIKHOESA
SEOUL
RESTAURANTForeign Spend Amount: 68000.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",DEPTH JUSIKHOESA    SEOUL,"SEOULGANGNAM-GU
""DOSANDAILO49GIL 6-5, JISANG1CHEUNG (SI""
SEOUL",,06019,"KOREA, REPUBLIC OF",'320242500807246528',Restaurant-Restaurant
09/05/2024,FOREIGN TRANSACTION FEE,0.32,"kakaomobility
$12.04
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242500824301598',Fees & Adjustments-Fees & Adjustments
09/05/2024,FOREIGN TRANSACTION FEE,1.37,"DEPTH JUSIKHOESA
$50.84
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242500807246528',Fees & Adjustments-Fees & Adjustments
09/05/2024,kakaomobility       SEOUL,12.04,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 16100.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242500824301598',Merchandise & Supplies-General Retail
09/04/2024,FOREIGN TRANSACTION FEE,0.45,"kakaomobility
$16.99
FOREIGN TRANSACTION FEE",FOREIGN TRANSACTION FEE,,,,,'820242490796804109',Fees & Adjustments-Fees & Adjustments
09/04/2024,kakaomobility       SEOUL,16.99,"MISC/SPECIALTY RETAIL
kakaomobility
SEOUL
MISC/SPECIALTY RETAILForeign Spend Amount: 23300.00 KOREAN (SOUTH) WON Commission Amount:  Currency Exchange Rate: null",kakaomobility       SEOUL,"111 DIJITEOLRO26GIL GUROGU SEOUL
""(GURODONG, JEIAEAKEIDIJITEOLTAUEO)""
SEOUL TEUGBYEOLSI",,08390,"KOREA, REPUBLIC OF",'320242490796804109',Merchandise & Supplies-General Retail
09/03/2024,AGODA.COM           LONDON              GB,583.43,"######JSrR6 TRAVEL AGENCY
AGODA.COM
LONDON
GB
TRAVEL AGENCY",AGODA.COM           LONDON              GB,"SUBMISSIONS USD
THAILAND",,00000,THAILAND,'320242470746127144',Travel-Travel Agencies
